Modality,Annotation Size,PSNR_loss
unet_shuffle_inception_no_progressive,123.0,
unet_shuffle_inception_no_progressive,75.75,
unet_shuffle_inception_no_progressive,77.3333333333,
unet_shuffle_inception_no_progressive,72.1666666667,
unet_shuffle_inception_no_progressive,165.333333333,
unet_shuffle_inception_no_progressive,314.333333333,
unet_shuffle_inception_no_progressive,219.8,
unet_shuffle_inception_no_progressive,236.833333333,
unet_shuffle_inception_no_progressive,269.5,
unet_shuffle_inception_no_progressive,265.25,
unet_shuffle_inception_no_progressive,306.0,
unet_shuffle_inception_no_progressive,240.666666667,
unet_shuffle_inception_no_progressive,90.6666666667,
unet_shuffle_inception_no_progressive,138.0,
unet_shuffle_inception_no_progressive,206.0,
unet_shuffle_inception_no_progressive,24.25,
unet_shuffle_inception_no_progressive,28.5,
unet_shuffle_inception_no_progressive,56.0,
unet_shuffle_inception_no_progressive,242.0,
unet_shuffle_inception_no_progressive,308.333333333,
unet_shuffle_inception_no_progressive,307.5,
unet_shuffle_inception_no_progressive,422.75,
unet_shuffle_inception_no_progressive,447.25,
