PSNR_loss,BCE_loss,TP,FP,TN,FN,Sensitivity,Specificity,DICE,C
,0.035425069397825366,100.32717483794272,41.1210790061751,261670.25518122487,332.3025136126415,0.2680430382743005,0.9998429095699789,0.29262897550260614,unet_shuffle_inception_no_progressive
