Modality,Annotation Size,FP
unet_shuffle_inception_no_progressive,89.25,9.981771178567
unet_shuffle_inception_no_progressive,52.5,4.713284302505301
unet_shuffle_inception_no_progressive,40.5,0.42548374272895
unet_shuffle_inception_no_progressive,78.0,0.2894853539765
unet_shuffle_inception_no_progressive,112.0,177.1062139924303
unet_shuffle_inception_no_progressive,122.0,0.06203410215675
unet_shuffle_inception_no_progressive,134.0,0.0309788919985
unet_shuffle_inception_no_progressive,150.0,0.06293290356793334
unet_shuffle_inception_no_progressive,180.0,0.172728091478
unet_shuffle_inception_no_progressive,186.0,5.06845600532585
unet_shuffle_inception_no_progressive,202.0,0.0736585780978
unet_shuffle_inception_no_progressive,194.0,0.951444506645
unet_shuffle_inception_no_progressive,214.0,2.16151785851
unet_shuffle_inception_no_progressive,54.5,1.906140565874
unet_shuffle_inception_no_progressive,69.25,6.273183345795
unet_shuffle_inception_no_progressive,83.25,3.6662800312
unet_shuffle_inception_no_progressive,69.0,1.6249986551719502
unet_shuffle_inception_no_progressive,38.0,4.4487572893411
unet_shuffle_inception_no_progressive,54.0,4.161035704612
unet_shuffle_inception_no_progressive,95.5,37.753555297875
unet_shuffle_inception_no_progressive,161.0,26.209772944433336
unet_shuffle_inception_no_progressive,314.5,82.680480957
unet_shuffle_inception_no_progressive,351.0,91.9675598145
unet_shuffle_inception_no_progressive,389.75,40.390422821
unet_shuffle_inception_no_progressive,247.714285714,387.203430176
unet_shuffle_inception_no_progressive,240.75,425.060852051
unet_shuffle_inception_no_progressive,237.555555556,465.981781006
unet_shuffle_inception_no_progressive,242.1,135.94934082
unet_shuffle_inception_no_progressive,304.181818182,200.449386597
unet_shuffle_inception_no_progressive,297.909090909,667.232727051
unet_shuffle_inception_no_progressive,355.727272727,354.862640381
unet_shuffle_inception_no_progressive,311.636363636,673.234313965
unet_shuffle_inception_no_progressive,284.181818182,344.626525879
unet_shuffle_inception_no_progressive,219.272727273,292.73034668
unet_shuffle_inception_no_progressive,143.363636364,239.812545776
unet_shuffle_inception_no_progressive,127.285714286,228.069396973
unet_shuffle_inception_no_progressive,67.4285714286,141.800949097
unet_shuffle_inception_no_progressive,58.5714285714,61.7078018188
unet_shuffle_inception_no_progressive,88.5,56.2131271362
