Modality,Annotation Size,FN
unet_shuffle_inception_no_progressive,523.0,523.0
unet_shuffle_inception_no_progressive,350.0,349.984863281
unet_shuffle_inception_no_progressive,383.0,383.0
unet_shuffle_inception_no_progressive,358.0,358.0
unet_shuffle_inception_no_progressive,327.0,326.999938965
unet_shuffle_inception_no_progressive,290.0,289.988769531
unet_shuffle_inception_no_progressive,21.3333333333,14.9999980927
unet_shuffle_inception_no_progressive,56.75,66.9999084473
unet_shuffle_inception_no_progressive,68.75,47.9997901917
unet_shuffle_inception_no_progressive,70.0,78.9996871948
unet_shuffle_inception_no_progressive,62.5,48.998966217
unet_shuffle_inception_no_progressive,49.75,66.9985733032
unet_shuffle_inception_no_progressive,198.0,197.983177185
unet_shuffle_inception_no_progressive,128.5,63.0
unet_shuffle_inception_no_progressive,176.5,324.524017334
unet_shuffle_inception_no_progressive,177.5,40.9999885559
unet_shuffle_inception_no_progressive,205.0,132.4998970034
unet_shuffle_inception_no_progressive,189.5,336.679321289
unet_shuffle_inception_no_progressive,201.0,49.0
unet_shuffle_inception_no_progressive,207.5,378.17868042
unet_shuffle_inception_no_progressive,175.0,25.0
unet_shuffle_inception_no_progressive,192.0,109.506454468
unet_shuffle_inception_no_progressive,160.5,4.0
unet_shuffle_inception_no_progressive,279.0,275.910339355
unet_shuffle_inception_no_progressive,291.0,288.880004883
unet_shuffle_inception_no_progressive,263.0,261.281066895
unet_shuffle_inception_no_progressive,299.0,293.606170654
unet_shuffle_inception_no_progressive,285.0,267.64474487300004
unet_shuffle_inception_no_progressive,267.0,260.430175781
unet_shuffle_inception_no_progressive,230.0,217.906723022
unet_shuffle_inception_no_progressive,216.0,149.5789489745
unet_shuffle_inception_no_progressive,189.0,184.005432129
unet_shuffle_inception_no_progressive,187.0,185.034332275
unet_shuffle_inception_no_progressive,159.0,134.386894226
unet_shuffle_inception_no_progressive,148.0,147.700256348
unet_shuffle_inception_no_progressive,166.0,165.783966064
unet_shuffle_inception_no_progressive,106.0,105.993469238
unet_shuffle_inception_no_progressive,19.3333333333,24.0
unet_shuffle_inception_no_progressive,24.75,28.499876976
unet_shuffle_inception_no_progressive,31.5,23.9999771118
unet_shuffle_inception_no_progressive,23.75,25.9998378754
unet_shuffle_inception_no_progressive,69.75,63.96251297
unet_shuffle_inception_no_progressive,78.25,67.6473464966
unet_shuffle_inception_no_progressive,83.75,65.7115783691
unet_shuffle_inception_no_progressive,94.25,123.74697113
unet_shuffle_inception_no_progressive,71.0,62.9957885742
unet_shuffle_inception_no_progressive,35.5,48.9999923706
unet_shuffle_inception_no_progressive,36.25,25.839013417566665
unet_shuffle_inception_no_progressive,80.75,31.4588737488
unet_shuffle_inception_no_progressive,57.5,66.3180236816
unet_shuffle_inception_no_progressive,93.6666666667,66.4594573975
unet_shuffle_inception_no_progressive,133.666666667,101.494819641
unet_shuffle_inception_no_progressive,146.333333333,97.9599838257
unet_shuffle_inception_no_progressive,49.0,38.6989021301
unet_shuffle_inception_no_progressive,65.0,64.9824523926
unet_shuffle_inception_no_progressive,45.0,45.081837971999995
unet_shuffle_inception_no_progressive,53.75,24.0124168396
unet_shuffle_inception_no_progressive,12.5,14.999985694900001
unet_shuffle_inception_no_progressive,90.0,68.94202804565
unet_shuffle_inception_no_progressive,227.0,192.219482422
unet_shuffle_inception_no_progressive,272.0,242.581298828
unet_shuffle_inception_no_progressive,265.0,236.13949585
unet_shuffle_inception_no_progressive,162.0,161.856170654
unet_shuffle_inception_no_progressive,67.0,72.9988937378
unet_shuffle_inception_no_progressive,45.3333333333,53.8674049377
unet_shuffle_inception_no_progressive,11.25,24.0
unet_shuffle_inception_no_progressive,47.5,35.5
unet_shuffle_inception_no_progressive,48.5,64.0
unet_shuffle_inception_no_progressive,30.5,27.0
unet_shuffle_inception_no_progressive,212.0,118.096679688
unet_shuffle_inception_no_progressive,169.0,128.8307062786
unet_shuffle_inception_no_progressive,79.5,23.852098465
unet_shuffle_inception_no_progressive,34.25,41.9999885559
unet_shuffle_inception_no_progressive,26.3333333333,36.48467826845
unet_shuffle_inception_no_progressive,20.5,25.2303600311
unet_shuffle_inception_no_progressive,17.5,21.7088623047
unet_shuffle_inception_no_progressive,8.5,11.980682373
unet_shuffle_inception_no_progressive,26.6666666667,19.0
unet_shuffle_inception_no_progressive,49.6666666667,52.999481201150004
unet_shuffle_inception_no_progressive,45.6666666667,64.0
unet_shuffle_inception_no_progressive,27.3333333333,10.0
unet_shuffle_inception_no_progressive,52.6666666667,73.0
unet_shuffle_inception_no_progressive,39.6666666667,30.0
unet_shuffle_inception_no_progressive,14.3333333333,16.9996948242
unet_shuffle_inception_no_progressive,179.666666667,110.982711792
unet_shuffle_inception_no_progressive,268.333333333,83.7333221436
unet_shuffle_inception_no_progressive,55.0,41.4955463409
unet_shuffle_inception_no_progressive,6.5,7.499994754795
unet_shuffle_inception_no_progressive,39.5,31.99985313415
unet_shuffle_inception_no_progressive,38.25,20.6702747345
unet_shuffle_inception_no_progressive,61.25,43.9178543091
unet_shuffle_inception_no_progressive,85.75,18.6648159027
unet_shuffle_inception_no_progressive,98.75,21.5703430176
unet_shuffle_inception_no_progressive,97.25,49.762966156
unet_shuffle_inception_no_progressive,66.75,24.5523738861
unet_shuffle_inception_no_progressive,41.3333333333,6.30279636383
unet_shuffle_inception_no_progressive,84.0,110.999954224
unet_shuffle_inception_no_progressive,108.666666667,117.999473572
unet_shuffle_inception_no_progressive,149.0,84.9988708496
unet_shuffle_inception_no_progressive,163.666666667,197.992797852
unet_shuffle_inception_no_progressive,159.666666667,193.987243652
unet_shuffle_inception_no_progressive,190.333333333,141.994537354
unet_shuffle_inception_no_progressive,260.333333333,177.932693481
unet_shuffle_inception_no_progressive,304.0,255.860107422
unet_shuffle_inception_no_progressive,272.666666667,191.868041992
unet_shuffle_inception_no_progressive,233.0,161.945388794
unet_shuffle_inception_no_progressive,243.0,301.892700195
unet_shuffle_inception_no_progressive,253.0,246.929580688
unet_shuffle_inception_no_progressive,238.0,278.953613281
unet_shuffle_inception_no_progressive,227.333333333,268.98236084
unet_shuffle_inception_no_progressive,250.0,299.983459473
unet_shuffle_inception_no_progressive,136.0,135.989257812
unet_shuffle_inception_no_progressive,58.0,53.00859705606666
unet_shuffle_inception_no_progressive,94.6666666667,98.9946212769
unet_shuffle_inception_no_progressive,118.333333333,157.531509399
unet_shuffle_inception_no_progressive,121.333333333,88.9623718262
unet_shuffle_inception_no_progressive,321.666666667,316.442230225
unet_shuffle_inception_no_progressive,367.666666667,344.656097412
unet_shuffle_inception_no_progressive,413.333333333,384.91246032699996
unet_shuffle_inception_no_progressive,362.333333333,257.037719727
unet_shuffle_inception_no_progressive,346.0,190.442062378
unet_shuffle_inception_no_progressive,339.666666667,176.689361572
unet_shuffle_inception_no_progressive,341.0,239.207565308
unet_shuffle_inception_no_progressive,240.0,142.579727173
unet_shuffle_inception_no_progressive,228.666666667,49.8494377136
unet_shuffle_inception_no_progressive,200.0,66.8839416504
unet_shuffle_inception_no_progressive,217.333333333,94.9493026733
unet_shuffle_inception_no_progressive,196.666666667,113.894165039
unet_shuffle_inception_no_progressive,173.5,206.998077393
unet_shuffle_inception_no_progressive,142.0,141.999023438
