Modality,Annotation Size,DICE
lpd_unet_0_1,52.75,1.0905674017558388e-05
lpd_unet_0_1,71.5,6.81894224141331e-05
lpd_unet_0_1,30.25,0.0009121125635982591
lpd_unet_0_1,30.3333333333,0.00040023987909863307
lpd_unet_0_1,28.0,0.000418984338578575
lpd_unet_0_1,20.25,0.000328227115602928
lpd_unet_0_1,9.33333333333,0.0002456830885195
lpd_unet_0_1,26.0,0.0003858318708907045
lpd_unet_0_1,21.0,0.0006274588038233785
lpd_unet_0_1,24.0,0.0003683500579004735
lpd_unet_0_1,40.75,0.0001777004626082
lpd_unet_0_1,38.5,5.956693052253367e-05
lpd_unet_0_1,20.75,0.0003200344825769
lpd_unet_0_1,19.0,0.0012368036946604948
lpd_unet_0_1,6.0,0.0032549220820915193
lpd_unet_0_1,16.0,0.0022687592064097443
lpd_unet_0_1,29.5,1.3205768142950919e-05
lpd_unet_0_1,37.5,0.020878562706793263
lpd_unet_0_1,17.0,0.0006812970825537157
lpd_unet_0_1,13.0,9.4701115836426e-05
lpd_unet_0_1,52.0,0.05564174265015282
lpd_unet_0_1,40.0,0.00025547990449578624
lpd_unet_0_1,80.0,3.9913743667110005e-05
lpd_unet_0_1,50.0,0.0015840845981985971
lpd_unet_0_1,19.6666666667,0.0009525542314140111
lpd_unet_0_1,29.1666666667,2.051761997580353e-09
lpd_unet_0_1,45.25,0.0003481660763330434
lpd_unet_0_1,63.0,0.04617386311091449
lpd_unet_0_1,31.3333333333,1.4125283915186366e-07
lpd_unet_0_1,124.0,2.247784282798266e-05
lpd_unet_0_1,114.0,0.006867051884888733
lpd_unet_0_1,127.666666667,0.2494944049771516
lpd_unet_0_1,203.0,0.3445765554411107
lpd_unet_0_1,240.333333333,0.62160362289634
lpd_unet_0_1,147.0,0.0329992389474106
lpd_unet_0_1,50.6666666667,3.486165577015578e-05
lpd_unet_0_1,18.0,0.0068969181497894015
lpd_unet_0_1,56.5,0.0001213090818095
lpd_unet_0_1,97.0,0.05742460702716895
lpd_unet_0_1,146.5,0.7116264721118714
lpd_unet_0_1,107.5,0.6934948379430012
lpd_unet_0_1,48.3333333333,0.0031753940332896
lpd_unet_0_1,191.0,0.16400139737002123
lpd_unet_0_1,208.0,0.5903799933465831
lpd_unet_0_1,47.0,0.0015857641750254864
lpd_unet_0_1,32.0,0.00018514381488115702
lpd_unet_0_1,121.0,0.00015825843250803946
lpd_unet_0_1,17.6666666667,1.920735088109076e-08
lpd_unet_0_1,23.0,0.00016350432358485848
lpd_unet_0_1,113.75,0.0003041881783451
lpd_unet_0_1,148.75,0.0003988200126169
lpd_unet_0_1,201.75,0.0004159352865031
lpd_unet_0_1,239.75,0.0004425516066501
lpd_unet_0_1,289.5,0.0002812850857136
lpd_unet_0_1,248.0,0.0002627514512861
lpd_unet_0_1,104.0,0.0003317029748385
lpd_unet_0_1,94.0,0.0173978030199166
lpd_unet_0_1,77.0,0.0019628808716145967
lpd_unet_0_1,211.0,0.1706010332104375
lpd_unet_0_1,174.75,0.0014274557123336
lpd_unet_0_1,406.5,0.0058941570724574
lpd_unet_0_1,471.75,0.0176097015505782
lpd_unet_0_1,365.25,0.0112297669095255
lpd_unet_0_1,158.75,0.0021955308965594
lpd_unet_0_1,153.0,0.0007940705550046667
lpd_unet_0_1,148.333333333,0.0005640753953969
lpd_unet_0_1,145.5,0.0004691669543257
lpd_unet_0_1,140.5,0.0004812888355472
lpd_unet_0_1,101.0,0.00036073986879565
lpd_unet_0_1,141.0,0.007987150719574499
lpd_unet_0_1,172.25,0.0479655264371386
lpd_unet_0_1,169.5,0.0351404677255706
lpd_unet_0_1,141.75,0.0098847631385279
lpd_unet_0_1,85.0,0.0099385042544114
lpd_unet_0_1,59.0,0.04695058496895222
lpd_unet_0_1,12.0,3.557007599721274e-05
lpd_unet_0_1,7.0,7.672667706647394e-05
lpd_unet_0_1,14.0,0.00038812919095721
lpd_unet_0_1,27.0,0.00045189331949477957
lpd_unet_0_1,99.3333333333,0.0006748833979777
lpd_unet_0_1,135.666666667,0.00100801225448
lpd_unet_0_1,180.5,0.2201549550022909
lpd_unet_0_1,188.75,0.002085846669585
lpd_unet_0_1,221.75,0.0016651247606582
lpd_unet_0_1,228.5,0.0019653538986567
lpd_unet_0_1,239.0,0.002239311598658
lpd_unet_0_1,251.25,0.0024675859804484
lpd_unet_0_1,231.0,0.0026272592640498
lpd_unet_0_1,231.75,0.0032769727928382
lpd_unet_0_1,222.25,0.0037526845140858
lpd_unet_0_1,217.25,0.0029663650737949
lpd_unet_0_1,215.75,0.0020374149152022
lpd_unet_0_1,206.5,0.0011493925220175
lpd_unet_0_1,186.75,0.001001272259813
lpd_unet_0_1,162.25,0.242766012004897
lpd_unet_0_1,146.75,0.0004986260669267
lpd_unet_0_1,130.75,0.0004323354697398
lpd_unet_0_1,33.0,0.0006793689990953781
lpd_unet_0_1,18.25,7.122202735207636e-05
lpd_unet_0_1,160.0,0.34321896630669774
lpd_unet_0_1,190.0,0.0019457234993088934
lpd_unet_0_1,245.0,0.0040072897327318
lpd_unet_0_1,181.0,0.00263551330571685
lpd_unet_0_1,210.5,0.14681058436210476
lpd_unet_0_1,185.0,0.005047748551994
lpd_unet_0_1,135.5,0.0150957678533524
lpd_unet_0_1,166.5,0.2860316345902603
lpd_unet_0_1,176.75,0.4456827484640839
lpd_unet_0_1,136.75,0.3549465668388361
lpd_unet_0_1,116.5,0.0787692569021256
lpd_unet_0_1,89.25,0.00391944217562055
