Modality,Annotation Size,FP
lpd_unet_0_1,70.5,6.07992458344
lpd_unet_0_1,150.5,57.6484985352
lpd_unet_0_1,71.25,379.43717575094996
lpd_unet_0_1,44.0,214.18169163655253
lpd_unet_0_1,34.0,168.73991264244887
lpd_unet_0_1,91.0,1636.97216797
lpd_unet_0_1,15.3333333333,10.9864044189
lpd_unet_0_1,29.25,24.384059906
lpd_unet_0_1,33.25,24.2149543762
lpd_unet_0_1,16.25,128.12577724480002
lpd_unet_0_1,58.75,0.681882023811
lpd_unet_0_1,86.25,2.68317580223
lpd_unet_0_1,146.25,8.27074623108
lpd_unet_0_1,201.5,38.6304779053
lpd_unet_0_1,225.0,67.1019439697
lpd_unet_0_1,247.5,39.394908905
lpd_unet_0_1,257.0,47.8176994324
lpd_unet_0_1,265.75,85.1417388916
lpd_unet_0_1,278.0,19.7767805457025
lpd_unet_0_1,199.25,19.0450439453
lpd_unet_0_1,147.75,2.48504114151
lpd_unet_0_1,73.6666666667,3.26324653625
lpd_unet_0_1,39.0,15.0769366026
lpd_unet_0_1,32.3333333333,15.604954898361
lpd_unet_0_1,9.5,26.8759002686
lpd_unet_0_1,77.25,10.225261688235
lpd_unet_0_1,93.5,19.0139255524
lpd_unet_0_1,30.0,62.945567744131566
lpd_unet_0_1,102.0,3.25931477547
lpd_unet_0_1,160.666666667,0.972425699234
lpd_unet_0_1,307.666666667,0.552170693874
lpd_unet_0_1,385.666666667,1.56320238113
lpd_unet_0_1,437.333333333,6.87262487411
lpd_unet_0_1,514.0,126.47148466124999
lpd_unet_0_1,568.333333333,3.81914710999
lpd_unet_0_1,605.0,31.8566551208
lpd_unet_0_1,687.666666667,0.378406792879
lpd_unet_0_1,739.333333333,0.556961357594
lpd_unet_0_1,736.0,4.3212351799
lpd_unet_0_1,776.0,5.87401199341
lpd_unet_0_1,740.333333333,4.51022052765
lpd_unet_0_1,662.0,0.972196757793
lpd_unet_0_1,536.333333333,3.34432959557
lpd_unet_0_1,393.0,2.15865564346
lpd_unet_0_1,316.333333333,4.64556884766
lpd_unet_0_1,265.333333333,6.76865530014
lpd_unet_0_1,143.666666667,1.52458047867
lpd_unet_0_1,59.5,0.866447707018
lpd_unet_0_1,46.6666666667,18.592414856
lpd_unet_0_1,26.5,14.09980249405
lpd_unet_0_1,43.0,19.032315254186667
lpd_unet_0_1,66.0,14.853533506379998
lpd_unet_0_1,36.0,19.1429913640175
lpd_unet_0_1,18.3333333333,4.16791820526
lpd_unet_0_1,79.3333333333,3.31288456917
lpd_unet_0_1,31.6666666667,15.6639585495
lpd_unet_0_1,92.3333333333,43.6945953369
lpd_unet_0_1,128.0,2.24810385704
lpd_unet_0_1,154.333333333,1.28902900219
lpd_unet_0_1,89.6666666667,12.2044584154975
lpd_unet_0_1,19.5,9.365180204320334
lpd_unet_0_1,143.0,13.129914835085001
lpd_unet_0_1,133.333333333,0.921997129917
lpd_unet_0_1,85.6666666667,0.764842331409
lpd_unet_0_1,63.6666666667,17.9429111481
lpd_unet_0_1,51.6666666667,6.16586446762
lpd_unet_0_1,75.0,56.24098968505
lpd_unet_0_1,203.25,185.58203125
lpd_unet_0_1,188.25,143.858184814
lpd_unet_0_1,111.0,172.818023682
lpd_unet_0_1,16.3333333333,7.302113085964001
lpd_unet_0_1,43.3333333333,4.5711933374395
lpd_unet_0_1,134.75,8.873005867
lpd_unet_0_1,242.25,9.98964500427
lpd_unet_0_1,316.5,10.9603424072
lpd_unet_0_1,334.8,11.4627542496
lpd_unet_0_1,421.6,10.7431221008
lpd_unet_0_1,646.5,9.82907485962
lpd_unet_0_1,720.75,10.8147087097
lpd_unet_0_1,753.5,9.90052986145
lpd_unet_0_1,826.5,10.7977523804
lpd_unet_0_1,806.5,13.8869552612
lpd_unet_0_1,736.5,14.6264286041
lpd_unet_0_1,697.5,18.1672611237
lpd_unet_0_1,659.25,17.7905960083
lpd_unet_0_1,560.25,13.0860309601
lpd_unet_0_1,466.25,12.0587129593
lpd_unet_0_1,347.25,11.8611936569
lpd_unet_0_1,215.5,11.66106987
lpd_unet_0_1,130.666666667,9.97655773163
lpd_unet_0_1,62.0,46.119755983350004
lpd_unet_0_1,76.0,64.5158615112
lpd_unet_0_1,99.0,312.889831543
lpd_unet_0_1,182.0,276.834899902
lpd_unet_0_1,323.0,252.542266846
lpd_unet_0_1,472.0,252.489120483
lpd_unet_0_1,506.0,369.228210449
lpd_unet_0_1,529.0,1150.816741944
lpd_unet_0_1,534.0,292.168365479
lpd_unet_0_1,567.0,277.816802979
lpd_unet_0_1,441.0,286.709503174
lpd_unet_0_1,445.0,249.895996094
lpd_unet_0_1,561.0,168.915374756
lpd_unet_0_1,589.0,92.5263557432
lpd_unet_0_1,575.0,153.087020874
lpd_unet_0_1,523.0,63.1455955505
lpd_unet_0_1,350.0,10.094341993335
lpd_unet_0_1,383.0,6.95141410828
lpd_unet_0_1,358.0,19.1669197083
lpd_unet_0_1,327.0,93.1225967407
lpd_unet_0_1,290.0,120.845710754
lpd_unet_0_1,21.3333333333,1.09064126015
lpd_unet_0_1,56.75,0.443135887384
lpd_unet_0_1,68.75,0.6630179286
lpd_unet_0_1,70.0,0.6823908686635001
lpd_unet_0_1,62.5,1.0788642168
lpd_unet_0_1,49.75,1.77117323875
lpd_unet_0_1,198.0,6.744139939531499
lpd_unet_0_1,128.5,209.35161431141552
lpd_unet_0_1,176.5,0.341812998056
lpd_unet_0_1,177.5,0.324822753668
lpd_unet_0_1,205.0,356.57012304668353
lpd_unet_0_1,189.5,0.333076506853
lpd_unet_0_1,201.0,0.337487757206
lpd_unet_0_1,207.5,0.392646610737
lpd_unet_0_1,175.0,0.525600850582
lpd_unet_0_1,192.0,8.692240715019999
lpd_unet_0_1,160.5,1.20131206512
lpd_unet_0_1,279.0,0.938129365444
lpd_unet_0_1,291.0,7.39213085175
lpd_unet_0_1,263.0,7.28883075714
lpd_unet_0_1,299.0,13.1391181946
lpd_unet_0_1,285.0,90.62862825385001
lpd_unet_0_1,267.0,6.71386003494
lpd_unet_0_1,230.0,11.5592689514
lpd_unet_0_1,216.0,24.6317396164
lpd_unet_0_1,189.0,59.3457260132
lpd_unet_0_1,187.0,3.70024943352
lpd_unet_0_1,159.0,71.95979595195499
lpd_unet_0_1,148.0,1.3167719841
lpd_unet_0_1,166.0,2.84519267082
lpd_unet_0_1,106.0,2.35195422173
lpd_unet_0_1,19.3333333333,1.04473698139
lpd_unet_0_1,24.75,7.495887398704999
lpd_unet_0_1,31.5,0.692188262939
lpd_unet_0_1,23.75,0.636947035789
lpd_unet_0_1,69.75,0.547526538372
lpd_unet_0_1,78.25,0.469235002995
lpd_unet_0_1,83.75,0.409191310406
lpd_unet_0_1,94.25,0.444296956062
lpd_unet_0_1,71.0,0.588390946388
lpd_unet_0_1,35.5,0.617250323296
lpd_unet_0_1,36.25,215.8530960081
lpd_unet_0_1,80.75,247.644546509
lpd_unet_0_1,57.5,25.682598114
lpd_unet_0_1,93.6666666667,14.611032486
lpd_unet_0_1,133.666666667,36.1668663025
lpd_unet_0_1,146.333333333,21.8940258026
lpd_unet_0_1,49.0,48.605690717685
lpd_unet_0_1,65.0,5.33049201965
lpd_unet_0_1,45.0,44.41485110921
lpd_unet_0_1,53.75,70.7054138184
lpd_unet_0_1,12.5,72.31321907055
lpd_unet_0_1,90.0,26.7155418396
lpd_unet_0_1,227.0,194.53742981
lpd_unet_0_1,272.0,173.943252563
lpd_unet_0_1,265.0,168.64175415
lpd_unet_0_1,162.0,101.700912476
lpd_unet_0_1,67.0,14.9950752258
lpd_unet_0_1,45.3333333333,12.2636871338
lpd_unet_0_1,11.25,219.659042358
lpd_unet_0_1,47.5,139.34533044699
lpd_unet_0_1,48.5,343.426055908
lpd_unet_0_1,30.5,364.044067383
lpd_unet_0_1,212.0,22.6637191772
lpd_unet_0_1,169.0,46.385754903166664
lpd_unet_0_1,79.5,1214.4642334
lpd_unet_0_1,34.25,30.3767623901
lpd_unet_0_1,26.3333333333,22.10429906845
lpd_unet_0_1,20.5,26.8151302338
lpd_unet_0_1,17.5,453.4389533996
lpd_unet_0_1,8.5,25.3356647491
lpd_unet_0_1,26.6666666667,22.5308647156
lpd_unet_0_1,49.6666666667,121.5458269119
lpd_unet_0_1,45.6666666667,23.5364360809
lpd_unet_0_1,27.3333333333,24.7226142883
lpd_unet_0_1,52.6666666667,37.440350055699994
lpd_unet_0_1,39.6666666667,148.2474823
lpd_unet_0_1,14.3333333333,33.0300483704
lpd_unet_0_1,179.666666667,117.219947815
lpd_unet_0_1,268.333333333,84.8476486206
lpd_unet_0_1,55.0,9.284904718389999
lpd_unet_0_1,6.5,17.91483449935
lpd_unet_0_1,39.5,135.6237363814
lpd_unet_0_1,38.25,1028.5456543
lpd_unet_0_1,61.25,963.797302246
lpd_unet_0_1,85.75,895.530395508
lpd_unet_0_1,98.75,720.101745605
lpd_unet_0_1,97.25,550.766296387
lpd_unet_0_1,66.75,327.519256592
lpd_unet_0_1,41.3333333333,231.753265381
lpd_unet_0_1,84.0,21.338596344
lpd_unet_0_1,108.666666667,26.8693695068
lpd_unet_0_1,149.0,31.0040454865
lpd_unet_0_1,163.666666667,35.3945350647
lpd_unet_0_1,159.666666667,35.3931388855
lpd_unet_0_1,190.333333333,33.4789886475
lpd_unet_0_1,260.333333333,36.9523506165
lpd_unet_0_1,304.0,40.3985977173
lpd_unet_0_1,272.666666667,40.3791351318
lpd_unet_0_1,233.0,41.2273864746
lpd_unet_0_1,243.0,44.973285675
lpd_unet_0_1,253.0,41.0376281738
lpd_unet_0_1,238.0,39.2537193298
lpd_unet_0_1,227.333333333,34.1781196594
lpd_unet_0_1,250.0,31.8765048981
lpd_unet_0_1,136.0,33.1203308105
lpd_unet_0_1,58.0,19.7268110911
lpd_unet_0_1,94.6666666667,14.9388751984
lpd_unet_0_1,118.333333333,15.2044057846
lpd_unet_0_1,121.333333333,18.4187850952
lpd_unet_0_1,321.666666667,19.3114356995
lpd_unet_0_1,367.666666667,26.0010299683
lpd_unet_0_1,413.333333333,31.7711524963
lpd_unet_0_1,362.333333333,46.2966041565
lpd_unet_0_1,346.0,45.2341156006
lpd_unet_0_1,339.666666667,31.7806167603
lpd_unet_0_1,341.0,42.7587089539
lpd_unet_0_1,240.0,53.4547653198
lpd_unet_0_1,228.666666667,40.8505630493
lpd_unet_0_1,200.0,36.8086395264
lpd_unet_0_1,217.333333333,33.7625923157
lpd_unet_0_1,196.666666667,37.314781189
lpd_unet_0_1,173.5,13.7865409851
lpd_unet_0_1,142.0,13.6297492981
lpd_unet_0_1,168.0,12.8259162903
lpd_unet_0_1,193.0,13.0579376221
lpd_unet_0_1,146.0,13.4981040955
lpd_unet_0_1,158.0,13.2065343857
lpd_unet_0_1,81.0,25.95593976975
lpd_unet_0_1,48.75,167.289642334
lpd_unet_0_1,75.25,179.249435425
lpd_unet_0_1,62.75,155.26699811203
lpd_unet_0_1,56.25,4.35211467743
lpd_unet_0_1,37.75,1.30016458035
lpd_unet_0_1,96.0,92.00561523454999
lpd_unet_0_1,156.0,65.33067894
lpd_unet_0_1,145.0,92.6887435913
lpd_unet_0_1,171.0,51.829397201549995
lpd_unet_0_1,87.5,252.652023315
lpd_unet_0_1,38.6666666667,197.317791939
lpd_unet_0_1,163.0,693.370788574
lpd_unet_0_1,131.5,862.096801758
lpd_unet_0_1,108.5,97.96509552
lpd_unet_0_1,57.6666666667,2.57092785835
lpd_unet_0_1,46.0,0.788510143757
lpd_unet_0_1,64.5,0.542752921581
lpd_unet_0_1,60.75,1.57395732403
lpd_unet_0_1,35.3333333333,164.13492321944
lpd_unet_0_1,24.6666666667,401.446655273
lpd_unet_0_1,42.6666666667,312.253295898
lpd_unet_0_1,27.75,44.0961265564
lpd_unet_0_1,167.0,31.3072605133
lpd_unet_0_1,241.0,139.481185913
lpd_unet_0_1,223.75,59.4271087646
lpd_unet_0_1,179.333333333,54.7837753296
lpd_unet_0_1,45.75,0.698661386967
lpd_unet_0_1,35.6666666667,1.15799736977
lpd_unet_0_1,166.25,543.389160156
lpd_unet_0_1,250.25,390.085601807
lpd_unet_0_1,303.75,294.619354248
lpd_unet_0_1,366.5,264.076141357
lpd_unet_0_1,436.75,203.388931274
lpd_unet_0_1,486.25,211.053955078
lpd_unet_0_1,550.25,282.222839355
lpd_unet_0_1,547.75,197.150299072
lpd_unet_0_1,557.75,94.8502960205
lpd_unet_0_1,555.25,76.7058334351
lpd_unet_0_1,541.0,54.1345024109
lpd_unet_0_1,520.0,41.1436538696
lpd_unet_0_1,482.75,48.5
lpd_unet_0_1,444.0,56.4475288391
lpd_unet_0_1,322.5,47.9079971313
lpd_unet_0_1,267.75,24.2928981781
lpd_unet_0_1,231.5,52.7107086182
lpd_unet_0_1,92.5,144.687469482
lpd_unet_0_1,246.5,319.321289062
lpd_unet_0_1,308.0,200.902160645
lpd_unet_0_1,381.0,246.708251953
lpd_unet_0_1,540.75,263.272796631
lpd_unet_0_1,605.75,209.950897217
lpd_unet_0_1,678.5,136.797409058
lpd_unet_0_1,700.25,20.63032341
lpd_unet_0_1,759.25,49.1798782349
lpd_unet_0_1,777.5,88.9511642456
lpd_unet_0_1,787.0,151.6585121155
lpd_unet_0_1,775.5,153.584442139
lpd_unet_0_1,720.5,153.835113525
lpd_unet_0_1,674.75,60.1905670166
lpd_unet_0_1,406.25,30.8447284698
lpd_unet_0_1,338.25,18.7905368805
lpd_unet_0_1,288.5,40.3996925354
lpd_unet_0_1,257.25,95.3621139526
lpd_unet_0_1,197.25,187.397262573
lpd_unet_0_1,93.25,207.671676636
lpd_unet_0_1,89.75,138.829345703
lpd_unet_0_1,119.142857143,14.5362272263
lpd_unet_0_1,295.75,67.56375122065
lpd_unet_0_1,490.0,145.543762207
lpd_unet_0_1,585.75,212.927810669
lpd_unet_0_1,685.5,277.677642822
lpd_unet_0_1,754.25,228.669189453
lpd_unet_0_1,798.25,128.378890991
lpd_unet_0_1,811.0,83.7427062988
lpd_unet_0_1,782.5,39.1165657043
lpd_unet_0_1,776.5,42.7346382141
lpd_unet_0_1,772.0,45.0895652771
lpd_unet_0_1,746.5,64.3819046021
lpd_unet_0_1,689.25,88.3703842163
lpd_unet_0_1,608.5,80.8826217651
lpd_unet_0_1,489.5,54.4278907776
lpd_unet_0_1,310.25,109.821540833
lpd_unet_0_1,228.25,87.1116867065
lpd_unet_0_1,91.8571428571,56.4260902405
lpd_unet_0_1,103.25,9.45450401306
lpd_unet_0_1,129.0,36.9149665833
lpd_unet_0_1,132.0,219.954925537
lpd_unet_0_1,122.5,266.591217041
lpd_unet_0_1,199.0,21.8738975525
lpd_unet_0_1,294.0,7.85969352722
lpd_unet_0_1,546.0,18.2754688263
lpd_unet_0_1,739.0,132.44756126401498
lpd_unet_0_1,1009.0,6.15610980988
lpd_unet_0_1,1127.0,21.6442165375
lpd_unet_0_1,625.0,41.4954910278
lpd_unet_0_1,621.0,96.4953613281
lpd_unet_0_1,1221.0,17.4716739655
lpd_unet_0_1,1142.0,54.5799713135
lpd_unet_0_1,1020.0,165.461547852
lpd_unet_0_1,75.1666666667,92.3613204956
lpd_unet_0_1,123.0,117.845428467
lpd_unet_0_1,75.75,1.94938254356
lpd_unet_0_1,77.3333333333,2.04777884483
lpd_unet_0_1,72.1666666667,4.71981668472
lpd_unet_0_1,165.333333333,95.6076126099
lpd_unet_0_1,314.333333333,96.7052688599
lpd_unet_0_1,219.8,272.983825684
lpd_unet_0_1,236.833333333,823.014404297
lpd_unet_0_1,269.5,165.071350098
lpd_unet_0_1,265.25,255.379241943
lpd_unet_0_1,306.0,65.7757492065
lpd_unet_0_1,240.666666667,107.968986511
lpd_unet_0_1,90.6666666667,126.475013733
lpd_unet_0_1,138.0,186.086135864
lpd_unet_0_1,206.0,73.0712432861
lpd_unet_0_1,24.25,25.2135944366
lpd_unet_0_1,28.5,22.089050293
lpd_unet_0_1,56.0,33.7465133667
lpd_unet_0_1,242.0,33.9457550049
lpd_unet_0_1,308.333333333,42.0691146851
lpd_unet_0_1,307.5,104.473648071
lpd_unet_0_1,422.75,112.547874451
lpd_unet_0_1,447.25,96.2453765869
lpd_unet_0_1,456.0,68.0282058716
lpd_unet_0_1,461.0,74.6139678955
lpd_unet_0_1,481.0,80.6236419678
lpd_unet_0_1,520.5,86.43730163575
lpd_unet_0_1,525.25,73.09030532835
lpd_unet_0_1,548.5,71.3147735596
