Modality,Annotation Size,Sensitivity
lpd_unet_0_1,44.6666666667,2.92847723629174e-05
lpd_unet_0_1,87.6666666667,0.03514737218212087
lpd_unet_0_1,105.0,0.004772316905045
lpd_unet_0_1,23.5,0.0007255870218818284
lpd_unet_0_1,36.1666666667,7.836886896545133e-05
lpd_unet_0_1,36.4,0.0002530495397617
lpd_unet_0_1,32.6666666667,1.8797619702924826e-05
lpd_unet_0_1,70.5,0.0003626207347424
lpd_unet_0_1,150.5,0.1753074302779449
lpd_unet_0_1,71.25,2.2520614376262515e-05
lpd_unet_0_1,44.0,0.004294833534536108
lpd_unet_0_1,34.0,0.0006682369018891728
lpd_unet_0_1,91.0,2.128679249422895e-07
lpd_unet_0_1,15.3333333333,1.6922989823778922e-05
lpd_unet_0_1,29.25,2.1211589035954643e-05
lpd_unet_0_1,33.25,2.170341915333649e-05
lpd_unet_0_1,16.25,1.791284006248219e-05
lpd_unet_0_1,58.75,2.501901187091704e-06
lpd_unet_0_1,86.25,2.671693919996764e-06
lpd_unet_0_1,146.25,0.0346148894794674
lpd_unet_0_1,201.5,0.5769127478969232
lpd_unet_0_1,225.0,0.7391590664306904
lpd_unet_0_1,247.5,0.505882649505867
lpd_unet_0_1,257.0,0.4015762078950819
lpd_unet_0_1,265.75,0.5038234934328799
lpd_unet_0_1,278.0,0.2656295898142737
lpd_unet_0_1,199.25,0.2639826301446093
lpd_unet_0_1,147.75,0.0008065488812628
lpd_unet_0_1,73.6666666667,4.43680813551724e-06
lpd_unet_0_1,39.0,0.0005430460436213792
lpd_unet_0_1,32.3333333333,2.9566739017391612e-05
lpd_unet_0_1,9.5,5.290863532463397e-05
lpd_unet_0_1,77.25,0.00055874418118455
lpd_unet_0_1,93.5,0.0003139337905947
lpd_unet_0_1,30.0,0.0013263467386528036
lpd_unet_0_1,102.0,2.2176541366347127e-06
lpd_unet_0_1,160.666666667,0.0001975084386887
lpd_unet_0_1,307.666666667,0.0335685570497852
lpd_unet_0_1,385.666666667,0.1552865268349547
lpd_unet_0_1,437.333333333,0.1376466439247912
lpd_unet_0_1,514.0,0.26073442035597194
lpd_unet_0_1,568.333333333,0.0377456696096428
lpd_unet_0_1,605.0,0.007117025762681
lpd_unet_0_1,687.666666667,0.0751586241073116
lpd_unet_0_1,739.333333333,0.1784223561578249
lpd_unet_0_1,736.0,0.2083835307092034
lpd_unet_0_1,776.0,0.2153752752750146
lpd_unet_0_1,740.333333333,0.2112349485911473
lpd_unet_0_1,662.0,0.232264348487035
lpd_unet_0_1,536.333333333,0.3376105107429069
lpd_unet_0_1,393.0,0.4068546972893401
lpd_unet_0_1,316.333333333,0.4470322494757281
lpd_unet_0_1,265.333333333,0.3461374148397906
lpd_unet_0_1,143.666666667,0.028861934509915
lpd_unet_0_1,59.5,0.00010232200039270979
lpd_unet_0_1,46.6666666667,0.0015516722506785
lpd_unet_0_1,26.5,0.00033061911285185003
lpd_unet_0_1,43.0,0.000306677130389335
lpd_unet_0_1,66.0,0.011516283476450546
lpd_unet_0_1,36.0,0.0025883334733777957
lpd_unet_0_1,18.3333333333,2.826810121146721e-05
lpd_unet_0_1,79.3333333333,0.0045071205677109
lpd_unet_0_1,31.6666666667,4.056417538894823e-06
lpd_unet_0_1,92.3333333333,0.0079417728256469
lpd_unet_0_1,128.0,0.14074191653370693
lpd_unet_0_1,154.333333333,0.1893199407911884
