Modality,Annotation Size,TN
lpd_unet_0_1,40.5,262072.640625
lpd_unet_0_1,78.0,261847.5390625
lpd_unet_0_1,112.0,261887.5859375
lpd_unet_0_1,122.0,262010.1875
lpd_unet_0_1,134.0,261999.5625
lpd_unet_0_1,150.0,261944.28125
lpd_unet_0_1,180.0,261955.234375
lpd_unet_0_1,186.0,262024.984375
lpd_unet_0_1,202.0,261932.859375
lpd_unet_0_1,194.0,261940.9375
lpd_unet_0_1,214.0,261921.359375
lpd_unet_0_1,54.5,262070.125
lpd_unet_0_1,69.25,262035.40625
lpd_unet_0_1,83.25,262027.90625
lpd_unet_0_1,69.0,261609.3125
lpd_unet_0_1,38.0,262103.025
lpd_unet_0_1,54.0,262079.003125
lpd_unet_0_1,95.5,261880.9921875
lpd_unet_0_1,161.0,261799.50520833334
lpd_unet_0_1,314.5,261532.1875
lpd_unet_0_1,351.0,261537.59375
lpd_unet_0_1,389.75,261481.59375
lpd_unet_0_1,247.714285714,261345.34375
lpd_unet_0_1,240.75,261358.078125
lpd_unet_0_1,237.555555556,261144.765625
lpd_unet_0_1,242.1,261067.203125
lpd_unet_0_1,304.181818182,260973.8125
lpd_unet_0_1,297.909090909,261000.640625
lpd_unet_0_1,355.727272727,260998.46875
lpd_unet_0_1,311.636363636,261025.5
lpd_unet_0_1,284.181818182,261175.890625
lpd_unet_0_1,219.272727273,261384.59375
lpd_unet_0_1,143.363636364,261541.75
lpd_unet_0_1,127.285714286,261694.75
lpd_unet_0_1,67.4285714286,261728.0625
lpd_unet_0_1,58.5714285714,261671.046875
lpd_unet_0_1,88.5,261844.90625
lpd_unet_0_1,35.0,262007.203125
lpd_unet_0_1,10.0,262113.609375
lpd_unet_0_1,51.5,262083.125
lpd_unet_0_1,86.0,261994.94791666666
lpd_unet_0_1,83.0,261989.125
lpd_unet_0_1,82.0,262036.6328125
lpd_unet_0_1,57.0,262060.3671875
lpd_unet_0_1,15.0,262064.48677884616
lpd_unet_0_1,20.0,262069.75694444444
lpd_unet_0_1,22.0,262051.919921875
lpd_unet_0_1,49.3333333333,261991.453125
lpd_unet_0_1,61.2,262040.5
lpd_unet_0_1,48.0,262064.78125
lpd_unet_0_1,44.3333333333,262092.015625
lpd_unet_0_1,130.0,261680.3125
lpd_unet_0_1,195.0,261389.4296875
lpd_unet_0_1,275.0,261005.0625
lpd_unet_0_1,249.0,261511.234375
lpd_unet_0_1,57.25,261963.5625
lpd_unet_0_1,179.0,261846.65625
lpd_unet_0_1,194.5,261770.234375
lpd_unet_0_1,4.0,262099.009765625
lpd_unet_0_1,11.0,262053.16964285713
lpd_unet_0_1,31.0,262080.7578125
lpd_unet_0_1,55.6666666667,262071.71875
lpd_unet_0_1,76.6666666667,262018.984375
lpd_unet_0_1,95.3333333333,261997.109375
lpd_unet_0_1,94.5,261992.5
lpd_unet_0_1,80.5,261839.1015625
lpd_unet_0_1,69.5,262029.71875
lpd_unet_0_1,53.0,261945.6953125
lpd_unet_0_1,41.5,262093.625
lpd_unet_0_1,24.5,262087.4609375
lpd_unet_0_1,49.5,262051.890625
lpd_unet_0_1,53.5,262070.3515625
lpd_unet_0_1,87.0,261978.25520833334
lpd_unet_0_1,2.0,262121.0859375
lpd_unet_0_1,3.0,262128.0078125
lpd_unet_0_1,9.0,262056.7765625
lpd_unet_0_1,92.0,262025.5
lpd_unet_0_1,88.0,262044.390625
lpd_unet_0_1,116.0,262012.66145833334
lpd_unet_0_1,64.0,261998.53515625
lpd_unet_0_1,37.0,261957.96614583334
lpd_unet_0_1,25.0,261917.36505681818
lpd_unet_0_1,8.0,262027.96651785713
lpd_unet_0_1,220.25,261928.875
lpd_unet_0_1,434.5,261652.953125
lpd_unet_0_1,464.25,261522.40625
lpd_unet_0_1,356.5,261643.03125
lpd_unet_0_1,132.25,261981.3125
lpd_unet_0_1,86.5,261954.671875
lpd_unet_0_1,119.0,261958.34765625
lpd_unet_0_1,112.5,261999.9375
lpd_unet_0_1,140.0,262001.25
lpd_unet_0_1,29.0,262066.04017857142
lpd_unet_0_1,51.0,262081.90234375
lpd_unet_0_1,131.0,261906.28125
lpd_unet_0_1,212.25,261501.734375
lpd_unet_0_1,260.0,261433.453125
lpd_unet_0_1,341.25,261461.0
lpd_unet_0_1,378.75,261588.96875
lpd_unet_0_1,400.5,261598.71875
lpd_unet_0_1,429.25,261667.234375
lpd_unet_0_1,454.75,261297.359375
lpd_unet_0_1,457.5,261135.71875
lpd_unet_0_1,447.0,261301.453125
lpd_unet_0_1,432.25,261423.78125
lpd_unet_0_1,400.0,261271.578125
lpd_unet_0_1,367.75,260890.71875
lpd_unet_0_1,305.0,261390.1796875
lpd_unet_0_1,213.5,261758.625
lpd_unet_0_1,109.5,262016.234375
lpd_unet_0_1,5.0,262090.640625
lpd_unet_0_1,16.5,262070.69921875
lpd_unet_0_1,11.5,262090.125
lpd_unet_0_1,41.0,261943.803125
lpd_unet_0_1,61.3333333333,262067.49479166666
lpd_unet_0_1,72.6666666667,262049.03125
lpd_unet_0_1,72.0,262058.96875
lpd_unet_0_1,70.3333333333,262047.703125
lpd_unet_0_1,30.6666666667,262034.78645833334
lpd_unet_0_1,33.5,262096.171875
lpd_unet_0_1,34.5,262066.0078125
lpd_unet_0_1,36.5,262091.5625
lpd_unet_0_1,36.875,262108.90625
lpd_unet_0_1,58.25,262061.171875
lpd_unet_0_1,21.5,262114.984375
lpd_unet_0_1,28.3333333333,262104.921875
lpd_unet_0_1,73.0,262008.0625
lpd_unet_0_1,61.0,262065.9921875
lpd_unet_0_1,42.0,262080.48828125
lpd_unet_0_1,43.5,262063.52083333334
lpd_unet_0_1,6.66666666667,262135.625
lpd_unet_0_1,40.25,262027.203125
lpd_unet_0_1,37.25,262056.390625
lpd_unet_0_1,30.75,261873.40625
lpd_unet_0_1,44.6666666667,262002.0625
lpd_unet_0_1,87.6666666667,261536.4453125
lpd_unet_0_1,105.0,261898.5625
lpd_unet_0_1,23.5,262108.6328125
lpd_unet_0_1,36.1666666667,262109.578125
lpd_unet_0_1,36.4,262104.71875
lpd_unet_0_1,32.6666666667,261906.375
lpd_unet_0_1,70.5,262046.90625
lpd_unet_0_1,150.5,261954.375
lpd_unet_0_1,71.25,261712.078125
lpd_unet_0_1,44.0,261884.82291666666
lpd_unet_0_1,34.0,261944.04166666666
lpd_unet_0_1,91.0,260416.03125
lpd_unet_0_1,15.3333333333,262117.015625
lpd_unet_0_1,29.25,262087.625
lpd_unet_0_1,33.25,262071.78125
lpd_unet_0_1,16.25,262012.3671875
lpd_unet_0_1,58.75,262065.3125
lpd_unet_0_1,86.25,262013.328125
lpd_unet_0_1,146.25,261912.734375
lpd_unet_0_1,201.5,261975.375
lpd_unet_0_1,225.0,261925.890625
lpd_unet_0_1,247.5,261808.59375
lpd_unet_0_1,257.0,261791.1875
lpd_unet_0_1,265.75,261852.84375
lpd_unet_0_1,278.0,261866.71875
lpd_unet_0_1,199.25,262010.96875
lpd_unet_0_1,147.75,261958.53125
lpd_unet_0_1,73.6666666667,262019.75
lpd_unet_0_1,39.0,262086.4296875
lpd_unet_0_1,32.3333333333,262084.390625
lpd_unet_0_1,9.5,262106.125
lpd_unet_0_1,77.25,262071.765625
lpd_unet_0_1,93.5,262054.0
lpd_unet_0_1,30.0,262050.62723214287
lpd_unet_0_1,102.0,262016.75
lpd_unet_0_1,160.666666667,262008.03125
lpd_unet_0_1,307.666666667,261864.453125
lpd_unet_0_1,385.666666667,261740.4375
lpd_unet_0_1,437.333333333,261669.125
lpd_unet_0_1,514.0,261526.03125
lpd_unet_0_1,568.333333333,261621.1875
lpd_unet_0_1,605.0,261535.15625
lpd_unet_0_1,687.666666667,261494.625
lpd_unet_0_1,739.333333333,261389.453125
lpd_unet_0_1,736.0,261384.6875
lpd_unet_0_1,776.0,261362.140625
lpd_unet_0_1,740.333333333,261338.484375
lpd_unet_0_1,662.0,261478.03125
lpd_unet_0_1,536.333333333,261590.671875
lpd_unet_0_1,393.0,261747.84375
lpd_unet_0_1,316.333333333,261830.359375
lpd_unet_0_1,265.333333333,261898.234375
lpd_unet_0_1,143.666666667,262046.484375
lpd_unet_0_1,59.5,262066.46875
lpd_unet_0_1,46.6666666667,262071.40625
lpd_unet_0_1,26.5,262098.390625
lpd_unet_0_1,43.0,262081.96354166666
lpd_unet_0_1,66.0,262059.81770833334
lpd_unet_0_1,36.0,262092.1171875
lpd_unet_0_1,18.3333333333,262134.84375
lpd_unet_0_1,79.3333333333,262041.671875
lpd_unet_0_1,31.6666666667,262096.34375
lpd_unet_0_1,92.3333333333,262022.3125
lpd_unet_0_1,128.0,262027.2578125
lpd_unet_0_1,154.333333333,261994.71875
lpd_unet_0_1,89.6666666667,262056.296875
lpd_unet_0_1,19.5,262108.97395833334
lpd_unet_0_1,143.0,262006.875
lpd_unet_0_1,133.333333333,262040.09375
lpd_unet_0_1,85.6666666667,262057.25
lpd_unet_0_1,63.6666666667,262074.0625
lpd_unet_0_1,51.6666666667,262080.84375
lpd_unet_0_1,75.0,262024.765625
lpd_unet_0_1,203.25,261748.421875
lpd_unet_0_1,188.25,261849.140625
lpd_unet_0_1,111.0,261843.1875
lpd_unet_0_1,16.3333333333,262118.2109375
lpd_unet_0_1,43.3333333333,262108.9296875
lpd_unet_0_1,134.75,262021.125
lpd_unet_0_1,242.25,261899.015625
lpd_unet_0_1,316.5,261739.046875
lpd_unet_0_1,334.8,261723.546875
lpd_unet_0_1,421.6,261655.25
lpd_unet_0_1,646.5,261541.171875
lpd_unet_0_1,720.75,261424.1875
lpd_unet_0_1,753.5,261373.109375
lpd_unet_0_1,826.5,261416.21875
lpd_unet_0_1,806.5,261246.109375
lpd_unet_0_1,736.5,261491.375
lpd_unet_0_1,697.5,261304.84375
lpd_unet_0_1,659.25,261393.21875
lpd_unet_0_1,560.25,261585.90625
lpd_unet_0_1,466.25,261647.9375
lpd_unet_0_1,347.25,261778.125
lpd_unet_0_1,215.5,261846.328125
lpd_unet_0_1,130.666666667,261980.015625
lpd_unet_0_1,62.0,262034.6328125
lpd_unet_0_1,76.0,262003.46875
lpd_unet_0_1,99.0,261732.09375
lpd_unet_0_1,182.0,261685.171875
lpd_unet_0_1,323.0,261568.453125
lpd_unet_0_1,472.0,261419.515625
lpd_unet_0_1,506.0,261268.765625
lpd_unet_0_1,529.0,260464.1796875
lpd_unet_0_1,534.0,261317.84375
lpd_unet_0_1,567.0,261299.1875
lpd_unet_0_1,441.0,261416.296875
lpd_unet_0_1,445.0,261449.109375
lpd_unet_0_1,561.0,261414.078125
lpd_unet_0_1,589.0,261493.46875
lpd_unet_0_1,575.0,261415.90625
lpd_unet_0_1,523.0,261557.875
lpd_unet_0_1,350.0,261783.9140625
lpd_unet_0_1,383.0,261754.046875
lpd_unet_0_1,358.0,261766.84375
lpd_unet_0_1,327.0,261723.875
lpd_unet_0_1,290.0,261733.15625
lpd_unet_0_1,21.3333333333,262127.90625
lpd_unet_0_1,56.75,262076.5625
lpd_unet_0_1,68.75,262063.34375
lpd_unet_0_1,70.0,262077.8203125
lpd_unet_0_1,62.5,262079.9375
lpd_unet_0_1,49.75,262095.234375
lpd_unet_0_1,198.0,261939.265625
lpd_unet_0_1,128.5,261752.1484375
lpd_unet_0_1,176.5,262115.671875
lpd_unet_0_1,177.5,262102.6875
lpd_unet_0_1,205.0,261654.9375
lpd_unet_0_1,189.5,262106.6875
lpd_unet_0_1,201.0,262094.671875
lpd_unet_0_1,207.5,262110.609375
lpd_unet_0_1,175.0,262118.46875
lpd_unet_0_1,192.0,261872.8046875
lpd_unet_0_1,160.5,262138.8125
lpd_unet_0_1,279.0,261864.078125
lpd_unet_0_1,291.0,261845.609375
lpd_unet_0_1,263.0,261873.71875
lpd_unet_0_1,299.0,261831.84375
lpd_unet_0_1,285.0,261768.375
lpd_unet_0_1,267.0,261870.28125
lpd_unet_0_1,230.0,261902.4375
lpd_unet_0_1,216.0,261906.359375
lpd_unet_0_1,189.0,261895.671875
lpd_unet_0_1,187.0,261953.296875
lpd_unet_0_1,159.0,261913.0390625
lpd_unet_0_1,148.0,261994.6875
lpd_unet_0_1,166.0,261975.15625
lpd_unet_0_1,106.0,262035.65625
lpd_unet_0_1,19.3333333333,262130.96875
lpd_unet_0_1,24.75,262114.0078125
lpd_unet_0_1,31.5,262122.3125
lpd_unet_0_1,23.75,262123.375
lpd_unet_0_1,69.75,262087.453125
lpd_unet_0_1,78.25,262082.53125
lpd_unet_0_1,83.75,262027.609375
lpd_unet_0_1,94.25,262019.5625
lpd_unet_0_1,71.0,262084.421875
lpd_unet_0_1,35.5,262098.390625
lpd_unet_0_1,36.25,261881.8125
lpd_unet_0_1,80.75,261800.359375
lpd_unet_0_1,57.5,262046.3125
lpd_unet_0_1,93.6666666667,262035.375
lpd_unet_0_1,133.666666667,262000.84375
lpd_unet_0_1,146.333333333,261983.125
lpd_unet_0_1,49.0,262048.3984375
lpd_unet_0_1,65.0,262073.65625
lpd_unet_0_1,45.0,262045.26041666666
lpd_unet_0_1,53.75,262025.296875
lpd_unet_0_1,12.5,262060.1796875
lpd_unet_0_1,90.0,262027.28125
lpd_unet_0_1,227.0,261722.46875
lpd_unet_0_1,272.0,261698.0625
lpd_unet_0_1,265.0,261710.359375
lpd_unet_0_1,162.0,261880.296875
lpd_unet_0_1,67.0,262056.0
lpd_unet_0_1,45.3333333333,262100.75
lpd_unet_0_1,11.25,261900.34375
lpd_unet_0_1,47.5,261962.65625
lpd_unet_0_1,48.5,261759.5625
lpd_unet_0_1,30.5,261753.953125
lpd_unet_0_1,212.0,261869.34375
lpd_unet_0_1,169.0,261966.27604166666
lpd_unet_0_1,79.5,260837.53125
lpd_unet_0_1,34.25,262071.625
lpd_unet_0_1,26.3333333333,262087.8984375
lpd_unet_0_1,20.5,262102.1875
lpd_unet_0_1,17.5,261677.5625
lpd_unet_0_1,8.5,262113.671875
lpd_unet_0_1,26.6666666667,262102.46875
lpd_unet_0_1,49.6666666667,261968.953125
lpd_unet_0_1,45.6666666667,262076.453125
lpd_unet_0_1,27.3333333333,262109.28125
lpd_unet_0_1,52.6666666667,262056.5625
lpd_unet_0_1,39.6666666667,261965.75
lpd_unet_0_1,14.3333333333,262097.984375
lpd_unet_0_1,179.666666667,261708.78125
lpd_unet_0_1,268.333333333,261761.15625
lpd_unet_0_1,55.0,262066.21875
lpd_unet_0_1,6.5,262119.5859375
lpd_unet_0_1,39.5,261957.875
lpd_unet_0_1,38.25,261091.453125
lpd_unet_0_1,61.25,261107.21875
lpd_unet_0_1,85.75,261160.46875
lpd_unet_0_1,98.75,261332.90625
lpd_unet_0_1,97.25,261470.234375
lpd_unet_0_1,66.75,261749.46875
lpd_unet_0_1,41.3333333333,261895.234375
lpd_unet_0_1,84.0,262011.65625
lpd_unet_0_1,108.666666667,261999.125
lpd_unet_0_1,149.0,261911.984375
lpd_unet_0_1,163.666666667,261987.609375
lpd_unet_0_1,159.666666667,262000.609375
lpd_unet_0_1,190.333333333,261968.53125
lpd_unet_0_1,260.333333333,261929.0625
lpd_unet_0_1,304.0,261847.59375
lpd_unet_0_1,272.666666667,261911.625
lpd_unet_0_1,233.0,261940.765625
lpd_unet_0_1,243.0,261923.03125
lpd_unet_0_1,253.0,261796.96875
lpd_unet_0_1,238.0,261918.75
lpd_unet_0_1,227.333333333,261874.828125
lpd_unet_0_1,250.0,261812.109375
lpd_unet_0_1,136.0,261974.875
lpd_unet_0_1,58.0,262069.27083333334
lpd_unet_0_1,94.6666666667,262030.0625
lpd_unet_0_1,118.333333333,262033.796875
lpd_unet_0_1,121.333333333,262017.59375
lpd_unet_0_1,321.666666667,261786.6875
lpd_unet_0_1,367.666666667,261757.0
lpd_unet_0_1,413.333333333,261713.2265625
lpd_unet_0_1,362.333333333,261776.703125
lpd_unet_0_1,346.0,261765.765625
lpd_unet_0_1,339.666666667,261693.21875
lpd_unet_0_1,341.0,261729.234375
lpd_unet_0_1,240.0,261854.546875
lpd_unet_0_1,228.666666667,261851.15625
lpd_unet_0_1,200.0,261919.171875
lpd_unet_0_1,217.333333333,261884.25
lpd_unet_0_1,196.666666667,261939.6875
lpd_unet_0_1,173.5,261923.203125
lpd_unet_0_1,142.0,261988.375
lpd_unet_0_1,168.0,261963.1875
lpd_unet_0_1,193.0,261937.9375
lpd_unet_0_1,146.0,261984.5
lpd_unet_0_1,158.0,261972.796875
lpd_unet_0_1,81.0,262037.046875
lpd_unet_0_1,48.75,261941.71875
lpd_unet_0_1,75.25,261919.75
lpd_unet_0_1,62.75,261916.734375
lpd_unet_0_1,56.25,262087.65625
lpd_unet_0_1,37.75,262104.703125
lpd_unet_0_1,96.0,261946.4921875
lpd_unet_0_1,156.0,261905.171875
lpd_unet_0_1,145.0,261906.3125
lpd_unet_0_1,171.0,261975.6796875
lpd_unet_0_1,87.5,261773.359375
lpd_unet_0_1,38.6666666667,261910.6796875
lpd_unet_0_1,163.0,261287.625
lpd_unet_0_1,131.5,261171.90625
lpd_unet_0_1,108.5,261952.03125
lpd_unet_0_1,57.6666666667,262057.4375
lpd_unet_0_1,46.0,262091.21875
lpd_unet_0_1,64.5,262093.453125
lpd_unet_0_1,60.75,262086.421875
lpd_unet_0_1,35.3333333333,261944.8828125
lpd_unet_0_1,24.6666666667,261715.546875
lpd_unet_0_1,42.6666666667,261801.75
lpd_unet_0_1,27.75,262067.90625
lpd_unet_0_1,167.0,262059.6875
lpd_unet_0_1,241.0,261664.53125
lpd_unet_0_1,223.75,261762.5625
lpd_unet_0_1,179.333333333,261880.21875
lpd_unet_0_1,45.75,262090.296875
lpd_unet_0_1,35.6666666667,262096.84375
lpd_unet_0_1,166.25,261449.609375
lpd_unet_0_1,250.25,261542.921875
lpd_unet_0_1,303.75,261566.375
lpd_unet_0_1,366.5,261534.90625
lpd_unet_0_1,436.75,261502.625
lpd_unet_0_1,486.25,261402.953125
lpd_unet_0_1,550.25,261299.78125
lpd_unet_0_1,547.75,261407.84375
lpd_unet_0_1,557.75,261460.15625
lpd_unet_0_1,555.25,261518.296875
lpd_unet_0_1,541.0,261557.859375
lpd_unet_0_1,520.0,261577.875
lpd_unet_0_1,482.75,261622.5
lpd_unet_0_1,444.0,261643.546875
lpd_unet_0_1,322.5,261752.09375
lpd_unet_0_1,267.75,261844.703125
lpd_unet_0_1,231.5,261896.296875
lpd_unet_0_1,92.5,261870.3125
lpd_unet_0_1,246.5,261606.671875
lpd_unet_0_1,308.0,261589.09375
lpd_unet_0_1,381.0,261488.296875
lpd_unet_0_1,540.75,261467.734375
lpd_unet_0_1,605.75,261434.03125
lpd_unet_0_1,678.5,261436.203125
lpd_unet_0_1,700.25,261486.375
lpd_unet_0_1,759.25,261403.828125
lpd_unet_0_1,777.5,261206.0625
lpd_unet_0_1,787.0,261285.84375
lpd_unet_0_1,775.5,261088.40625
lpd_unet_0_1,720.5,261348.171875
lpd_unet_0_1,674.75,261490.8125
lpd_unet_0_1,406.25,261770.171875
lpd_unet_0_1,338.25,261758.21875
lpd_unet_0_1,288.5,261758.609375
lpd_unet_0_1,257.25,261746.625
lpd_unet_0_1,197.25,261722.59375
lpd_unet_0_1,93.25,261843.34375
lpd_unet_0_1,89.75,261952.1875
lpd_unet_0_1,119.142857143,262094.453125
lpd_unet_0_1,295.75,261744.9296875
lpd_unet_0_1,490.0,261474.453125
lpd_unet_0_1,585.75,261362.078125
lpd_unet_0_1,685.5,261271.328125
lpd_unet_0_1,754.25,261184.34375
lpd_unet_0_1,798.25,261267.625
lpd_unet_0_1,811.0,261329.25
lpd_unet_0_1,782.5,261221.890625
lpd_unet_0_1,776.5,261238.28125
lpd_unet_0_1,772.0,261300.9375
lpd_unet_0_1,746.5,261379.625
lpd_unet_0_1,689.25,261388.625
lpd_unet_0_1,608.5,261438.125
lpd_unet_0_1,489.5,261542.578125
lpd_unet_0_1,310.25,261696.171875
lpd_unet_0_1,228.25,261769.875
lpd_unet_0_1,91.8571428571,261954.578125
lpd_unet_0_1,103.25,262076.546875
lpd_unet_0_1,129.0,261958.09375
lpd_unet_0_1,132.0,261839.046875
lpd_unet_0_1,122.5,261761.40625
lpd_unet_0_1,199.0,261923.125
lpd_unet_0_1,294.0,261842.140625
lpd_unet_0_1,546.0,261579.734375
lpd_unet_0_1,739.0,261272.5546875
lpd_unet_0_1,1009.0,261128.84375
lpd_unet_0_1,1127.0,260995.359375
lpd_unet_0_1,625.0,261477.5
lpd_unet_0_1,621.0,261426.515625
lpd_unet_0_1,1221.0,260905.546875
lpd_unet_0_1,1142.0,260947.421875
lpd_unet_0_1,1020.0,260958.546875
lpd_unet_0_1,75.1666666667,262004.65625
lpd_unet_0_1,123.0,261921.15625
lpd_unet_0_1,75.75,262085.0625
lpd_unet_0_1,77.3333333333,262108.953125
lpd_unet_0_1,72.1666666667,262084.28125
lpd_unet_0_1,165.333333333,261988.390625
lpd_unet_0_1,314.333333333,261748.296875
lpd_unet_0_1,219.8,261535.015625
lpd_unet_0_1,236.833333333,261232.984375
lpd_unet_0_1,269.5,261578.9375
lpd_unet_0_1,265.25,261848.640625
lpd_unet_0_1,306.0,261764.234375
lpd_unet_0_1,240.666666667,261796.015625
lpd_unet_0_1,90.6666666667,261921.53125
lpd_unet_0_1,138.0,261819.921875
lpd_unet_0_1,206.0,261864.921875
lpd_unet_0_1,24.25,262100.796875
lpd_unet_0_1,28.5,262095.90625
lpd_unet_0_1,56.0,262054.25
lpd_unet_0_1,242.0,261910.0625
lpd_unet_0_1,308.333333333,261563.9375
lpd_unet_0_1,307.5,261761.53125
lpd_unet_0_1,422.75,261670.46875
lpd_unet_0_1,447.25,261635.75
lpd_unet_0_1,456.0,261565.96875
lpd_unet_0_1,461.0,261545.390625
lpd_unet_0_1,481.0,261525.375
lpd_unet_0_1,520.5,261503.5703125
lpd_unet_0_1,525.25,261520.40625
lpd_unet_0_1,548.5,261476.703125
lpd_unet_0_1,552.0,261506.21875
lpd_unet_0_1,528.5,261484.375
lpd_unet_0_1,540.5,261603.625
lpd_unet_0_1,551.75,261604.40625
lpd_unet_0_1,416.0,261606.015625
lpd_unet_0_1,333.5,261660.3828125
lpd_unet_0_1,315.5,261783.09375
lpd_unet_0_1,181.25,261961.640625
lpd_unet_0_1,126.5,261982.78125
lpd_unet_0_1,80.25,262015.78125
lpd_unet_0_1,59.6666666667,262054.125
lpd_unet_0_1,62.6666666667,262065.28125
lpd_unet_0_1,68.6666666667,262055.46875
lpd_unet_0_1,75.3333333333,262028.640625
lpd_unet_0_1,40.6666666667,262084.265625
lpd_unet_0_1,54.3333333333,262080.625
lpd_unet_0_1,16.4,262128.6875
lpd_unet_0_1,23.5714285714,262118.125
lpd_unet_0_1,42.7142857143,262108.078125
lpd_unet_0_1,87.25,262018.28125
lpd_unet_0_1,25.5,262096.0
lpd_unet_0_1,44.5,261860.2109375
lpd_unet_0_1,63.5,262086.28125
