Modality,Annotation Size,TP
lpd_unet_0_1,85.6666666667,5.79000866349e-12
lpd_unet_0_1,63.6666666667,0.00133347266819
lpd_unet_0_1,51.6666666667,0.000298077677144
lpd_unet_0_1,75.0,0.0006513172993435001
lpd_unet_0_1,203.25,88.274307251
lpd_unet_0_1,188.25,108.829338074
lpd_unet_0_1,111.0,6.89307594299
lpd_unet_0_1,16.3333333333,0.009740445635980146
lpd_unet_0_1,43.3333333333,0.07348497654289
lpd_unet_0_1,134.75,0.0
lpd_unet_0_1,242.25,0.0
lpd_unet_0_1,316.5,0.0
lpd_unet_0_1,334.8,0.0
lpd_unet_0_1,421.6,0.0
lpd_unet_0_1,646.5,0.0
lpd_unet_0_1,720.75,3.63244192577e-26
lpd_unet_0_1,753.5,4.66826978896e-25
lpd_unet_0_1,826.5,2.74324659695e-20
lpd_unet_0_1,806.5,3.12059903825e-18
lpd_unet_0_1,736.5,1.19591149148e-22
lpd_unet_0_1,697.5,1.8389977606000001e-19
lpd_unet_0_1,659.25,2.16036147305e-11
lpd_unet_0_1,560.25,1.80418058271e-09
lpd_unet_0_1,466.25,3.19417936545e-09
lpd_unet_0_1,347.25,1.21606005266e-08
lpd_unet_0_1,215.5,1.14472484825e-08
lpd_unet_0_1,130.666666667,8.94096672255e-08
lpd_unet_0_1,62.0,0.02461141835739205
lpd_unet_0_1,76.0,0.373213261366
lpd_unet_0_1,99.0,84.9128265381
lpd_unet_0_1,182.0,143.278747559
lpd_unet_0_1,323.0,204.952835083
lpd_unet_0_1,472.0,324.497802734
lpd_unet_0_1,506.0,252.731140137
lpd_unet_0_1,529.0,99.5857085266587
lpd_unet_0_1,534.0,184.437820435
lpd_unet_0_1,567.0,168.287963867
lpd_unet_0_1,441.0,174.966033936
lpd_unet_0_1,445.0,142.45614624
lpd_unet_0_1,561.0,151.425933838
lpd_unet_0_1,589.0,76.3965420459691
lpd_unet_0_1,575.0,189.954650879
lpd_unet_0_1,523.0,165.775436401
lpd_unet_0_1,350.0,21.03082463146915
lpd_unet_0_1,383.0,47.4405212402
lpd_unet_0_1,358.0,101.03453064
lpd_unet_0_1,327.0,165.051864624
lpd_unet_0_1,290.0,119.285224915
lpd_unet_0_1,21.3333333333,2.11051574297e-05
lpd_unet_0_1,56.75,0.241983443499
lpd_unet_0_1,68.75,0.729575514793
lpd_unet_0_1,70.0,0.256617765524565
lpd_unet_0_1,62.5,0.0725002586842
lpd_unet_0_1,49.75,0.00948473624885
lpd_unet_0_1,198.0,0.0372362851339885
lpd_unet_0_1,128.5,8.3558632880213
lpd_unet_0_1,176.5,1.42877752296e-07
lpd_unet_0_1,177.5,3.06470269607e-07
lpd_unet_0_1,205.0,55.5213249178445
lpd_unet_0_1,189.5,4.46541150723e-07
lpd_unet_0_1,201.0,3.5856572822e-07
lpd_unet_0_1,207.5,1.38329028232e-07
lpd_unet_0_1,175.0,5.65829836319e-08
lpd_unet_0_1,192.0,20.712770587833827
lpd_unet_0_1,160.5,3.40644890073e-09
lpd_unet_0_1,279.0,0.00100376503542
lpd_unet_0_1,291.0,0.00123966298997
lpd_unet_0_1,263.0,0.00074712181231
lpd_unet_0_1,299.0,0.000393488589907
lpd_unet_0_1,285.0,72.03427662274396
lpd_unet_0_1,267.0,0.000400839955546
lpd_unet_0_1,230.0,0.0007526880363
lpd_unet_0_1,216.0,51.65631534590974
lpd_unet_0_1,189.0,0.00438911933452
lpd_unet_0_1,187.0,0.0438754670322
lpd_unet_0_1,159.0,28.558861657993
lpd_unet_0_1,148.0,0.426602363586
lpd_unet_0_1,166.0,0.379288077354
lpd_unet_0_1,106.0,0.0275000818074
lpd_unet_0_1,19.3333333333,2.83049121208e-05
lpd_unet_0_1,24.75,0.008960570543428501
lpd_unet_0_1,31.5,0.000697132549249
lpd_unet_0_1,23.75,0.0103214588016
lpd_unet_0_1,69.75,0.00714219594374
lpd_unet_0_1,78.25,0.0308798067272
lpd_unet_0_1,83.75,0.137756764889
lpd_unet_0_1,94.25,0.299232959747
lpd_unet_0_1,71.0,0.0249569322914
lpd_unet_0_1,35.5,2.62067806034e-05
lpd_unet_0_1,36.25,0.19461886582815302
lpd_unet_0_1,80.75,0.0133511889726
lpd_unet_0_1,57.5,0.00100691861007
lpd_unet_0_1,93.6666666667,0.759973227978
lpd_unet_0_1,133.666666667,42.7720108032
lpd_unet_0_1,146.333333333,47.4470214844
lpd_unet_0_1,49.0,0.8633325807753001
lpd_unet_0_1,65.0,0.0439270101488
lpd_unet_0_1,45.0,0.35356921609465
lpd_unet_0_1,53.75,1.01755642891
lpd_unet_0_1,12.5,0.00197731634171094
lpd_unet_0_1,90.0,7.263492394225151
lpd_unet_0_1,227.0,102.822929382
lpd_unet_0_1,272.0,123.306411743
lpd_unet_0_1,265.0,131.574996948
lpd_unet_0_1,162.0,86.3812637329
lpd_unet_0_1,67.0,0.21930706501
lpd_unet_0_1,45.3333333333,0.0326047725976
lpd_unet_0_1,11.25,0.0
lpd_unet_0_1,47.5,0.000123065809021
lpd_unet_0_1,48.5,0.0
lpd_unet_0_1,30.5,0.0
lpd_unet_0_1,212.0,98.1586608887
lpd_unet_0_1,169.0,48.36711105205856
lpd_unet_0_1,79.5,88.7494812012
lpd_unet_0_1,34.25,0.000156103909831
lpd_unet_0_1,26.3333333333,0.0055096927971875
lpd_unet_0_1,20.5,0.0125053049996
lpd_unet_0_1,17.5,0.005574338649102771
lpd_unet_0_1,8.5,0.00357393710874
lpd_unet_0_1,26.6666666667,0.0703990906477
lpd_unet_0_1,49.6666666667,0.317487387568885
lpd_unet_0_1,45.6666666667,0.5772793293
lpd_unet_0_1,27.3333333333,0.0591885708272
lpd_unet_0_1,52.6666666667,0.006169277796311601
lpd_unet_0_1,39.6666666667,4.59975999547e-05
lpd_unet_0_1,14.3333333333,9.49540262809e-05
lpd_unet_0_1,179.666666667,177.163665771
lpd_unet_0_1,268.333333333,243.966690063
lpd_unet_0_1,55.0,0.05329573899505
lpd_unet_0_1,6.5,0.00162754485791
lpd_unet_0_1,39.5,0.000478313246276
lpd_unet_0_1,38.25,0.010753005743
lpd_unet_0_1,61.25,0.0887345820665
lpd_unet_0_1,85.75,0.265949785709
lpd_unet_0_1,98.75,1.22715163231
lpd_unet_0_1,97.25,0.894142687321
lpd_unet_0_1,66.75,0.107194148004
lpd_unet_0_1,41.3333333333,0.0127222221345
lpd_unet_0_1,84.0,0.0279129184783
lpd_unet_0_1,108.666666667,0.0599869564176
lpd_unet_0_1,149.0,0.147377610207
lpd_unet_0_1,163.666666667,0.176219969988
lpd_unet_0_1,159.666666667,0.193230032921
lpd_unet_0_1,190.333333333,0.171552047133
lpd_unet_0_1,260.333333333,0.213726043701
lpd_unet_0_1,304.0,0.232632160187
lpd_unet_0_1,272.666666667,0.287141650915
lpd_unet_0_1,233.0,0.552581727505
lpd_unet_0_1,243.0,0.758175134659
lpd_unet_0_1,253.0,0.608479142189
lpd_unet_0_1,238.0,0.443524450064
lpd_unet_0_1,227.333333333,0.330074101686
lpd_unet_0_1,250.0,0.308899641037
lpd_unet_0_1,136.0,0.128001347184
lpd_unet_0_1,58.0,0.0684289212029
lpd_unet_0_1,94.6666666667,0.218761026859
lpd_unet_0_1,118.333333333,0.851698458195
lpd_unet_0_1,121.333333333,3.22372817993
lpd_unet_0_1,321.666666667,11.5949525833
lpd_unet_0_1,367.666666667,24.7251091003
lpd_unet_0_1,413.333333333,36.28033447265
lpd_unet_0_1,362.333333333,71.7332458496
lpd_unet_0_1,346.0,108.374160767
lpd_unet_0_1,339.666666667,149.649139404
lpd_unet_0_1,341.0,150.072265625
lpd_unet_0_1,240.0,128.720001221
lpd_unet_0_1,228.666666667,125.594093323
lpd_unet_0_1,200.0,82.430305481
lpd_unet_0_1,217.333333333,76.2987213135
lpd_unet_0_1,196.666666667,59.6444015503
lpd_unet_0_1,173.5,0.294573515654
lpd_unet_0_1,142.0,0.096617333591
lpd_unet_0_1,168.0,0.0559480600059
lpd_unet_0_1,193.0,0.0667443051934
lpd_unet_0_1,146.0,0.0459210537374
lpd_unet_0_1,158.0,0.0435254313052
lpd_unet_0_1,81.0,0.17077151034020002
lpd_unet_0_1,48.75,2.986972504e-05
lpd_unet_0_1,75.25,0.000277221493889
lpd_unet_0_1,62.75,0.0009636025060917
lpd_unet_0_1,56.25,2.3174638045e-05
lpd_unet_0_1,37.75,1.59665833053e-05
lpd_unet_0_1,96.0,0.13411238357626176
lpd_unet_0_1,156.0,42.61823084832821
lpd_unet_0_1,145.0,0.0290009304881
lpd_unet_0_1,171.0,0.07855763373656
lpd_unet_0_1,87.5,0.00236603757367
lpd_unet_0_1,38.6666666667,0.0127931865899896
lpd_unet_0_1,163.0,22.9003601074
lpd_unet_0_1,131.5,4.84762132779e-13
lpd_unet_0_1,108.5,0.0671940594912
lpd_unet_0_1,57.6666666667,0.00081551738549
lpd_unet_0_1,46.0,0.00221480522305
lpd_unet_0_1,64.5,0.0500825121999
lpd_unet_0_1,60.75,0.00218575727195
lpd_unet_0_1,35.3333333333,0.0023324192297859998
lpd_unet_0_1,24.6666666667,1.1000160157e-05
lpd_unet_0_1,42.6666666667,0.00104036543053
lpd_unet_0_1,27.75,0.00942866504192
lpd_unet_0_1,167.0,6.85265445709
lpd_unet_0_1,241.0,258.919555664
lpd_unet_0_1,223.75,218.034301758
lpd_unet_0_1,179.333333333,80.3072052002
lpd_unet_0_1,45.75,5.58981083643e-09
lpd_unet_0_1,35.6666666667,0.0022160098888
lpd_unet_0_1,166.25,91.8074569702
lpd_unet_0_1,250.25,152.677764893
lpd_unet_0_1,303.75,159.558746338
lpd_unet_0_1,366.5,186.463821411
lpd_unet_0_1,436.75,177.079269409
lpd_unet_0_1,486.25,135.343856812
lpd_unet_0_1,550.25,90.5009231567
lpd_unet_0_1,547.75,89.0758895874
lpd_unet_0_1,557.75,116.681808472
lpd_unet_0_1,555.25,97.4278030396
lpd_unet_0_1,541.0,143.770767212
lpd_unet_0_1,520.0,127.57875061
lpd_unet_0_1,482.75,51.6888999939
lpd_unet_0_1,444.0,14.6682662964
lpd_unet_0_1,322.5,1.96948385239
lpd_unet_0_1,267.75,16.8816452026
lpd_unet_0_1,231.5,6.03414154053
lpd_unet_0_1,92.5,4.36035261373e-05
lpd_unet_0_1,246.5,0.000185303273611
lpd_unet_0_1,308.0,0.000328611989971
lpd_unet_0_1,381.0,0.000767508463468
lpd_unet_0_1,540.75,0.00156057742424
lpd_unet_0_1,605.75,0.00140448019374
lpd_unet_0_1,678.5,0.00103536352981
lpd_unet_0_1,700.25,0.000468201207696
lpd_unet_0_1,759.25,0.000408150925068
lpd_unet_0_1,777.5,0.000212162267417
lpd_unet_0_1,787.0,226.25431892000296
lpd_unet_0_1,775.5,0.000240375055
lpd_unet_0_1,720.5,0.000548481883015
lpd_unet_0_1,674.75,0.00553954578936
lpd_unet_0_1,406.25,0.544324338436
lpd_unet_0_1,338.25,1.37837862968
lpd_unet_0_1,288.5,1.02044129372
lpd_unet_0_1,257.25,0.624882221222
lpd_unet_0_1,197.25,0.0528188496828
lpd_unet_0_1,93.25,0.000730204221327
lpd_unet_0_1,89.75,0.00011869368609
lpd_unet_0_1,119.142857143,1.17712370411e-05
lpd_unet_0_1,295.75,68.1399002075
lpd_unet_0_1,490.0,165.870483398
lpd_unet_0_1,585.75,303.584503174
lpd_unet_0_1,685.5,341.490203857
lpd_unet_0_1,754.25,348.443634033
lpd_unet_0_1,798.25,468.200317383
lpd_unet_0_1,811.0,526.550598145
lpd_unet_0_1,782.5,602.37286377
lpd_unet_0_1,776.5,593.546325684
lpd_unet_0_1,772.0,566.80859375
lpd_unet_0_1,746.5,553.00189209
lpd_unet_0_1,689.25,514.736450195
lpd_unet_0_1,608.5,491.388641357
lpd_unet_0_1,489.5,417.956604004
lpd_unet_0_1,310.25,268.854370117
lpd_unet_0_1,228.25,230.255386353
lpd_unet_0_1,91.8571428571,81.0902862549
lpd_unet_0_1,103.25,9.72710990906
lpd_unet_0_1,129.0,54.2161903381
lpd_unet_0_1,132.0,58.0556564331
lpd_unet_0_1,122.5,54.9246368408
lpd_unet_0_1,199.0,4.63816395495e-05
lpd_unet_0_1,294.0,0.00229652947746
lpd_unet_0_1,546.0,0.0853629484773
lpd_unet_0_1,739.0,0.013008754496676
lpd_unet_0_1,1009.0,2.94175195694
lpd_unet_0_1,1127.0,32.5640945435
lpd_unet_0_1,625.0,74.5022506714
lpd_unet_0_1,621.0,145.344451904
lpd_unet_0_1,1221.0,250.64743042
lpd_unet_0_1,1142.0,118.541168213
lpd_unet_0_1,1020.0,1.29016292095
lpd_unet_0_1,75.1666666667,5.93202239543e-05
lpd_unet_0_1,123.0,0.366528362036
lpd_unet_0_1,75.75,0.100991100073
lpd_unet_0_1,77.3333333333,0.00189118855633
lpd_unet_0_1,72.1666666667,0.00894584227353
lpd_unet_0_1,165.333333333,23.3179130554
lpd_unet_0_1,314.333333333,197.5184021
lpd_unet_0_1,219.8,235.784088135
lpd_unet_0_1,236.833333333,0.00641852710396
lpd_unet_0_1,269.5,285.744018555
lpd_unet_0_1,265.25,9.42520055105e-05
