PSNR_loss,BCE_loss,TP,FP,TN,FN,Sensitivity,Specificity,DICE,C
33.90901680909344,0.000825685056881678,0.0,113.62414187273646,262030.37784936215,0.0,,0.9995665582993674,0.0,0_1
33.6487746085738,0.0005845659165971292,0.0,79.57923012759584,262064.42280515903,0.0,,0.9996964293303686,0.0,0_2
33.33287891281511,0.0010124856902038232,0.0,132.21815410062945,262011.78348521452,0.0,,0.9994956277715996,0.0,0_3
33.09455751381489,0.001245184248497159,0.0,162.544864689755,261981.4567429686,0.0,,0.9993799405525099,0.0,0_4
32.754686771002156,0.0005599143935948341,0.0,74.82246521038526,262069.1795402555,0.0,,0.9997145749482496,0.0,0_5
32.389637954510135,0.0007534757122805904,0.0,99.76651456887988,262044.23531165568,0.0,,0.9996194209521331,0.0,0_6
31.74574573873301,0.0009636720219738017,0.0,127.79867806877938,262016.20305079987,0.0,,0.9995124867357053,0.0,0_7
30.803715742727338,0.0004908440613546947,0.0,69.83328754322442,262074.1684094454,0.0,,0.9997336071505306,0.0,0_8
29.529445228048814,0.0009930468818275897,0.0,136.89413872303118,262007.10724860738,0.0,,0.9994777903059944,0.0,0_9
17.354745616295645,0.00036781457725695583,0.0,53.701138309415896,262090.3005105663,0.0,,0.9997951464157375,0.0,1
34.024727179777855,0.0010104903709803957,0.0,170.55899360168098,261973.4416417601,0.0,,0.9993493690758056,0.0,sequential
