Modality,Annotation Size,PSNR_loss
lpd_unet_0_1,367.75,27.808757782
lpd_unet_0_1,305.0,28.35404491425
lpd_unet_0_1,213.5,29.9281520844
lpd_unet_0_1,109.5,30.173915863
lpd_unet_0_1,5.0,29.65604654946667
lpd_unet_0_1,16.5,30.881424903875
lpd_unet_0_1,11.5,33.251991271950004
lpd_unet_0_1,41.0,30.313777923559996
lpd_unet_0_1,61.3333333333,34.0996729533
lpd_unet_0_1,72.6666666667,36.9450836182
lpd_unet_0_1,72.0,34.14178021749999
lpd_unet_0_1,70.3333333333,37.0824623108
lpd_unet_0_1,30.6666666667,32.39992904663333
lpd_unet_0_1,33.5,29.049282073999997
lpd_unet_0_1,34.5,33.38982963565
lpd_unet_0_1,36.5,31.6495218277
lpd_unet_0_1,36.875,30.8888130188
lpd_unet_0_1,58.25,30.4679718018
lpd_unet_0_1,21.5,32.327545166
lpd_unet_0_1,28.3333333333,35.159227371200004
lpd_unet_0_1,73.0,33.28211212155
lpd_unet_0_1,61.0,30.700984478000002
lpd_unet_0_1,42.0,28.5842666626
lpd_unet_0_1,43.5,32.406827290866666
lpd_unet_0_1,6.66666666667,35.4144630432
lpd_unet_0_1,40.25,34.4736776352
lpd_unet_0_1,37.25,35.8110580444
lpd_unet_0_1,30.75,33.9951095581
lpd_unet_0_1,44.6666666667,36.7795524597
lpd_unet_0_1,87.6666666667,34.57499694825
lpd_unet_0_1,105.0,35.0441322327
lpd_unet_0_1,23.5,32.7997789383
lpd_unet_0_1,36.1666666667,33.9924926758
lpd_unet_0_1,36.4,35.0224571228
lpd_unet_0_1,32.6666666667,33.0051021576
lpd_unet_0_1,70.5,32.6747283936
lpd_unet_0_1,150.5,31.8475551605
lpd_unet_0_1,71.25,30.72332382205
lpd_unet_0_1,44.0,31.07343037923333
lpd_unet_0_1,34.0,31.131695853333333
lpd_unet_0_1,91.0,24.3493862152
lpd_unet_0_1,15.3333333333,36.9607582092
lpd_unet_0_1,29.25,32.8468017578
lpd_unet_0_1,33.25,33.8468475342
lpd_unet_0_1,16.25,32.26526355745
lpd_unet_0_1,58.75,30.2863788605
lpd_unet_0_1,86.25,30.9370079041
lpd_unet_0_1,146.25,30.1907615662
lpd_unet_0_1,201.5,29.8932800293
lpd_unet_0_1,225.0,30.277973175
lpd_unet_0_1,247.5,30.3411884308
lpd_unet_0_1,257.0,28.9230804443
lpd_unet_0_1,265.75,29.4122886658
lpd_unet_0_1,278.0,32.111967086825
lpd_unet_0_1,199.25,27.1513767242
lpd_unet_0_1,147.75,27.4702854156
lpd_unet_0_1,73.6666666667,28.6682109833
lpd_unet_0_1,39.0,30.591053962700002
lpd_unet_0_1,32.3333333333,33.30348205565
lpd_unet_0_1,9.5,34.6429367065
lpd_unet_0_1,77.25,32.9197044373
lpd_unet_0_1,93.5,36.4983253479
lpd_unet_0_1,30.0,30.724408285971435
lpd_unet_0_1,102.0,29.1875114441
lpd_unet_0_1,160.666666667,29.8892307281
lpd_unet_0_1,307.666666667,29.3972568512
lpd_unet_0_1,385.666666667,29.1501541138
lpd_unet_0_1,437.333333333,30.0800552368
lpd_unet_0_1,514.0,29.92076683045
lpd_unet_0_1,568.333333333,30.27435112
lpd_unet_0_1,605.0,30.1886577606
lpd_unet_0_1,687.666666667,30.5537776947
lpd_unet_0_1,739.333333333,30.4731578827
lpd_unet_0_1,736.0,30.4789619446
lpd_unet_0_1,776.0,30.726524353
lpd_unet_0_1,740.333333333,30.7236022949
lpd_unet_0_1,662.0,30.6850280762
lpd_unet_0_1,536.333333333,30.644657135
lpd_unet_0_1,393.0,30.109462738
lpd_unet_0_1,316.333333333,29.7963600159
lpd_unet_0_1,265.333333333,29.9419174194
lpd_unet_0_1,143.666666667,29.3640098572
lpd_unet_0_1,59.5,30.594198862733332
lpd_unet_0_1,46.6666666667,30.6191291809
lpd_unet_0_1,26.5,27.34110355375
lpd_unet_0_1,43.0,32.008262634266664
lpd_unet_0_1,66.0,30.599995930966667
lpd_unet_0_1,36.0,31.549622535725
lpd_unet_0_1,18.3333333333,24.0775413513
lpd_unet_0_1,79.3333333333,23.9196987152
lpd_unet_0_1,31.6666666667,32.4464836121
lpd_unet_0_1,92.3333333333,32.4515533447
lpd_unet_0_1,128.0,32.65530586245
lpd_unet_0_1,154.333333333,32.6350059509
lpd_unet_0_1,89.6666666667,33.2980489731
lpd_unet_0_1,19.5,32.49618911743334
lpd_unet_0_1,143.0,34.4585781097
lpd_unet_0_1,133.333333333,31.9698829651
lpd_unet_0_1,85.6666666667,31.9001808167
lpd_unet_0_1,63.6666666667,31.2890815735
lpd_unet_0_1,51.6666666667,30.9316177368
lpd_unet_0_1,75.0,29.89644908905
lpd_unet_0_1,203.25,29.8774929047
lpd_unet_0_1,188.25,32.1591415405
lpd_unet_0_1,111.0,31.8735294342
lpd_unet_0_1,16.3333333333,33.73799324035
lpd_unet_0_1,43.3333333333,30.5970697403
lpd_unet_0_1,134.75,27.8293056488
lpd_unet_0_1,242.25,27.6061897278
lpd_unet_0_1,316.5,26.0110492706
lpd_unet_0_1,334.8,23.666595459
lpd_unet_0_1,421.6,23.2316932678
lpd_unet_0_1,646.5,24.3898792267
lpd_unet_0_1,720.75,25.930814743
lpd_unet_0_1,753.5,24.3309364319
lpd_unet_0_1,826.5,24.6124267578
lpd_unet_0_1,806.5,25.1709899902
lpd_unet_0_1,736.5,22.9423294067
lpd_unet_0_1,697.5,23.084197998
lpd_unet_0_1,659.25,25.2908363342
lpd_unet_0_1,560.25,26.4072322845
lpd_unet_0_1,466.25,26.8552875519
lpd_unet_0_1,347.25,24.8765449524
lpd_unet_0_1,215.5,24.212677002
lpd_unet_0_1,130.666666667,26.4619026184
lpd_unet_0_1,62.0,32.542513847349994
lpd_unet_0_1,76.0,30.0323066711
lpd_unet_0_1,99.0,29.6607666016
lpd_unet_0_1,182.0,29.9585037231
lpd_unet_0_1,323.0,30.6186485291
lpd_unet_0_1,472.0,30.6678314209
lpd_unet_0_1,506.0,29.1146450043
lpd_unet_0_1,529.0,28.524550437949998
lpd_unet_0_1,534.0,27.9655361176
lpd_unet_0_1,567.0,27.9724464417
lpd_unet_0_1,441.0,27.6001358032
lpd_unet_0_1,445.0,29.0661830902
lpd_unet_0_1,561.0,30.6281547546
lpd_unet_0_1,589.0,30.2033042908
lpd_unet_0_1,575.0,30.9887218475
lpd_unet_0_1,523.0,30.8315887451
lpd_unet_0_1,350.0,29.2330532074
lpd_unet_0_1,383.0,25.0096874237
lpd_unet_0_1,358.0,27.0689678192
lpd_unet_0_1,327.0,28.4547595978
lpd_unet_0_1,290.0,28.6559829712
lpd_unet_0_1,21.3333333333,30.1090698242
lpd_unet_0_1,56.75,29.7991390228
lpd_unet_0_1,68.75,28.4969978333
lpd_unet_0_1,70.0,30.3988714218
lpd_unet_0_1,62.5,30.0271949768
lpd_unet_0_1,49.75,30.1933479309
lpd_unet_0_1,198.0,32.3794126511
lpd_unet_0_1,128.5,29.65647792815
lpd_unet_0_1,176.5,30.1123352051
lpd_unet_0_1,177.5,29.4697971344
lpd_unet_0_1,205.0,30.0217733383
lpd_unet_0_1,189.5,29.3973922729
lpd_unet_0_1,201.0,30.2611083984
lpd_unet_0_1,207.5,30.7142524719
lpd_unet_0_1,175.0,31.1323356628
lpd_unet_0_1,192.0,29.2462902069
lpd_unet_0_1,160.5,30.1026573181
lpd_unet_0_1,279.0,30.4785270691
lpd_unet_0_1,291.0,30.6179008484
lpd_unet_0_1,263.0,31.1625938416
lpd_unet_0_1,299.0,30.5290775299
lpd_unet_0_1,285.0,32.3474111557
lpd_unet_0_1,267.0,30.6251430511
lpd_unet_0_1,230.0,29.71459198
lpd_unet_0_1,216.0,32.9131155014
lpd_unet_0_1,189.0,28.0124130249
lpd_unet_0_1,187.0,29.4553661346
lpd_unet_0_1,159.0,29.9078092575
lpd_unet_0_1,148.0,27.113319397
lpd_unet_0_1,166.0,27.9417972565
lpd_unet_0_1,106.0,30.0713996887
lpd_unet_0_1,19.3333333333,30.3181114197
lpd_unet_0_1,24.75,30.533548355100002
lpd_unet_0_1,31.5,31.5640106201
lpd_unet_0_1,23.75,31.9524993896
lpd_unet_0_1,69.75,31.1531677246
lpd_unet_0_1,78.25,30.8514995575
lpd_unet_0_1,83.75,30.7657413483
lpd_unet_0_1,94.25,29.4085731506
lpd_unet_0_1,71.0,29.7700958252
lpd_unet_0_1,35.5,31.0707683563
lpd_unet_0_1,36.25,34.654583613099994
lpd_unet_0_1,80.75,35.0734939575
lpd_unet_0_1,57.5,35.7835693359
lpd_unet_0_1,93.6666666667,34.8551139832
lpd_unet_0_1,133.666666667,35.4128684998
lpd_unet_0_1,146.333333333,30.1332397461
lpd_unet_0_1,49.0,32.45114421845
lpd_unet_0_1,65.0,28.176990509
lpd_unet_0_1,45.0,33.82650502523334
lpd_unet_0_1,53.75,36.9606895447
lpd_unet_0_1,12.5,35.3675289154
lpd_unet_0_1,90.0,33.0046644211
lpd_unet_0_1,227.0,32.610748291
lpd_unet_0_1,272.0,32.8413696289
lpd_unet_0_1,265.0,33.7341346741
lpd_unet_0_1,162.0,30.3714637756
lpd_unet_0_1,67.0,31.6954975128
lpd_unet_0_1,45.3333333333,30.3327159882
lpd_unet_0_1,11.25,31.0812969208
lpd_unet_0_1,47.5,29.21812057495
lpd_unet_0_1,48.5,30.4281730652
lpd_unet_0_1,30.5,30.3512783051
lpd_unet_0_1,212.0,30.2228317261
lpd_unet_0_1,169.0,34.131057739266666
lpd_unet_0_1,79.5,29.2849006653
lpd_unet_0_1,34.25,36.8053131104
lpd_unet_0_1,26.3333333333,36.426536560049996
lpd_unet_0_1,20.5,31.2614078522
lpd_unet_0_1,17.5,29.10808849335
lpd_unet_0_1,8.5,28.6065311432
lpd_unet_0_1,26.6666666667,32.0205955505
lpd_unet_0_1,49.6666666667,29.1517086029
lpd_unet_0_1,45.6666666667,35.6384849548
lpd_unet_0_1,27.3333333333,36.8511161804
lpd_unet_0_1,52.6666666667,29.9258375168
lpd_unet_0_1,39.6666666667,29.660358429
lpd_unet_0_1,14.3333333333,34.373916626
lpd_unet_0_1,179.666666667,34.843460083
lpd_unet_0_1,268.333333333,35.8037986755
lpd_unet_0_1,55.0,35.03431510925
lpd_unet_0_1,6.5,34.3609199524
lpd_unet_0_1,39.5,31.576444625900002
lpd_unet_0_1,38.25,33.9268989563
lpd_unet_0_1,61.25,33.9336433411
lpd_unet_0_1,85.75,34.1966285706
lpd_unet_0_1,98.75,32.7199134827
lpd_unet_0_1,97.25,33.83436203
lpd_unet_0_1,66.75,33.9358062744
lpd_unet_0_1,41.3333333333,33.1632232666
lpd_unet_0_1,84.0,34.4565811157
lpd_unet_0_1,108.666666667,34.3593902588
lpd_unet_0_1,149.0,33.6455230713
lpd_unet_0_1,163.666666667,33.6802253723
lpd_unet_0_1,159.666666667,34.5107803345
lpd_unet_0_1,190.333333333,33.0184249878
lpd_unet_0_1,260.333333333,33.3650131226
lpd_unet_0_1,304.0,31.901845932
lpd_unet_0_1,272.666666667,30.3152294159
lpd_unet_0_1,233.0,30.5224246979
lpd_unet_0_1,243.0,31.5471572876
lpd_unet_0_1,253.0,31.0534000397
lpd_unet_0_1,238.0,32.6828651428
lpd_unet_0_1,227.333333333,32.919631958
lpd_unet_0_1,250.0,33.4313964844
lpd_unet_0_1,136.0,33.1910400391
lpd_unet_0_1,58.0,33.28197097776667
lpd_unet_0_1,94.6666666667,34.1111793518
lpd_unet_0_1,118.333333333,35.3449249268
lpd_unet_0_1,121.333333333,34.9083480835
lpd_unet_0_1,321.666666667,34.7908439636
lpd_unet_0_1,367.666666667,34.8044281006
lpd_unet_0_1,413.333333333,33.816919326749996
lpd_unet_0_1,362.333333333,34.3386917114
lpd_unet_0_1,346.0,33.614151001
lpd_unet_0_1,339.666666667,33.496131897
lpd_unet_0_1,341.0,33.8882675171
lpd_unet_0_1,240.0,33.7008972168
lpd_unet_0_1,228.666666667,34.1700820923
lpd_unet_0_1,200.0,35.2762451172
lpd_unet_0_1,217.333333333,34.9009628296
lpd_unet_0_1,196.666666667,34.581905365
lpd_unet_0_1,173.5,36.6217536926
lpd_unet_0_1,142.0,33.1979598999
lpd_unet_0_1,168.0,35.9265594482
lpd_unet_0_1,193.0,35.9471931458
lpd_unet_0_1,146.0,35.0417060852
lpd_unet_0_1,158.0,34.1872253418
lpd_unet_0_1,81.0,31.8876285553
lpd_unet_0_1,48.75,29.7349815369
lpd_unet_0_1,75.25,30.5880832672
lpd_unet_0_1,62.75,30.88528251645
lpd_unet_0_1,56.25,31.7032794952
lpd_unet_0_1,37.75,31.4485912323
lpd_unet_0_1,96.0,31.6537275314
lpd_unet_0_1,156.0,30.750494957
lpd_unet_0_1,145.0,31.8027973175
lpd_unet_0_1,171.0,32.398399353
lpd_unet_0_1,87.5,31.8896312714
lpd_unet_0_1,38.6666666667,32.06638336185
lpd_unet_0_1,163.0,30.686290741
lpd_unet_0_1,131.5,31.9468326569
lpd_unet_0_1,108.5,31.6304016113
lpd_unet_0_1,57.6666666667,31.4607543945
lpd_unet_0_1,46.0,31.0353660583
lpd_unet_0_1,64.5,28.6085414886
lpd_unet_0_1,60.75,31.4329299927
lpd_unet_0_1,35.3333333333,30.664933204649998
lpd_unet_0_1,24.6666666667,30.7174568176
lpd_unet_0_1,42.6666666667,31.6911659241
lpd_unet_0_1,27.75,28.9907608032
lpd_unet_0_1,167.0,34.8106613159
lpd_unet_0_1,241.0,34.040222168
lpd_unet_0_1,223.75,33.4223403931
lpd_unet_0_1,179.333333333,33.4449424744
lpd_unet_0_1,45.75,29.7619895935
lpd_unet_0_1,35.6666666667,28.8408660889
lpd_unet_0_1,166.25,30.1777248383
lpd_unet_0_1,250.25,30.5478668213
lpd_unet_0_1,303.75,31.3224620819
lpd_unet_0_1,366.5,31.4516906738
lpd_unet_0_1,436.75,31.1905822754
lpd_unet_0_1,486.25,31.1583881378
lpd_unet_0_1,550.25,31.1187973022
lpd_unet_0_1,547.75,30.9745063782
lpd_unet_0_1,557.75,30.6720275879
lpd_unet_0_1,555.25,30.9126834869
lpd_unet_0_1,541.0,31.0634899139
lpd_unet_0_1,520.0,31.0657501221
lpd_unet_0_1,482.75,31.2993412018
lpd_unet_0_1,444.0,31.2389831543
lpd_unet_0_1,322.5,31.3161888123
lpd_unet_0_1,267.75,31.4366340637
lpd_unet_0_1,231.5,31.5473327637
lpd_unet_0_1,92.5,29.1670722961
lpd_unet_0_1,246.5,29.4282989502
lpd_unet_0_1,308.0,29.3836212158
lpd_unet_0_1,381.0,28.1668453217
lpd_unet_0_1,540.75,27.729341507
lpd_unet_0_1,605.75,27.4905929565
lpd_unet_0_1,678.5,27.5293159485
lpd_unet_0_1,700.25,27.5914211273
lpd_unet_0_1,759.25,27.7782020569
lpd_unet_0_1,777.5,28.0948238373
lpd_unet_0_1,787.0,27.0350255966
lpd_unet_0_1,775.5,29.3943977356
lpd_unet_0_1,720.5,29.946062088
lpd_unet_0_1,674.75,29.6817169189
lpd_unet_0_1,406.25,29.4473667145
lpd_unet_0_1,338.25,28.986951828
lpd_unet_0_1,288.5,28.5368614197
lpd_unet_0_1,257.25,28.4199695587
lpd_unet_0_1,197.25,28.6951332092
lpd_unet_0_1,93.25,29.0029678345
lpd_unet_0_1,89.75,28.3471488953
lpd_unet_0_1,119.142857143,27.6876449585
lpd_unet_0_1,295.75,31.01031684875
lpd_unet_0_1,490.0,26.2465839386
lpd_unet_0_1,585.75,25.8637008667
lpd_unet_0_1,685.5,25.399225235
lpd_unet_0_1,754.25,25.1647529602
lpd_unet_0_1,798.25,26.4550952911
lpd_unet_0_1,811.0,26.9856452942
lpd_unet_0_1,782.5,26.5371780396
lpd_unet_0_1,776.5,25.6968479156
lpd_unet_0_1,772.0,25.1831588745
lpd_unet_0_1,746.5,25.6700878143
lpd_unet_0_1,689.25,25.9067268372
lpd_unet_0_1,608.5,25.647605896
lpd_unet_0_1,489.5,26.2350254059
lpd_unet_0_1,310.25,26.9446353912
lpd_unet_0_1,228.25,27.1935081482
lpd_unet_0_1,91.8571428571,26.8133563995
lpd_unet_0_1,103.25,25.8915138245
lpd_unet_0_1,129.0,25.5442466736
lpd_unet_0_1,132.0,25.5639801025
lpd_unet_0_1,122.5,25.0877685547
lpd_unet_0_1,199.0,32.0336761475
lpd_unet_0_1,294.0,31.7014217377
lpd_unet_0_1,546.0,32.0282058716
lpd_unet_0_1,739.0,31.5980787277
lpd_unet_0_1,1009.0,31.0021381378
lpd_unet_0_1,1127.0,31.1490211487
lpd_unet_0_1,625.0,31.7103557587
lpd_unet_0_1,621.0,32.4823226929
lpd_unet_0_1,1221.0,32.6830444336
lpd_unet_0_1,1142.0,31.2396697998
lpd_unet_0_1,1020.0,30.095664978
lpd_unet_0_1,75.1666666667,31.3590221405
lpd_unet_0_1,123.0,31.0227870941
lpd_unet_0_1,75.75,32.1171264648
lpd_unet_0_1,77.3333333333,31.7968959808
lpd_unet_0_1,72.1666666667,32.3084602356
lpd_unet_0_1,165.333333333,32.3468513489
lpd_unet_0_1,314.333333333,30.7335643768
lpd_unet_0_1,219.8,30.5840377808
lpd_unet_0_1,236.833333333,29.9808692932
lpd_unet_0_1,269.5,30.3197288513
lpd_unet_0_1,265.25,30.8738098145
lpd_unet_0_1,306.0,31.6280708313
lpd_unet_0_1,240.666666667,30.205368042
lpd_unet_0_1,90.6666666667,30.1448078156
lpd_unet_0_1,138.0,32.5404777527
lpd_unet_0_1,206.0,33.8941802979
lpd_unet_0_1,24.25,31.5845317841
lpd_unet_0_1,28.5,31.5163593292
lpd_unet_0_1,56.0,32.4781112671
lpd_unet_0_1,242.0,32.5596542358
lpd_unet_0_1,308.333333333,33.2082061768
lpd_unet_0_1,307.5,33.303024292
lpd_unet_0_1,422.75,33.753692627
lpd_unet_0_1,447.25,34.3408813477
lpd_unet_0_1,456.0,33.5100021362
