patient_index,Sensitivity,Specificity,DICE,C
LIDC-IDRI-1003,0.20620647545625176,0.9997648215101305,0.03984212543481767,0_7
LIDC-IDRI-1004,0.06983483393057545,0.999898719907225,0.011101942482665798,0_7
LIDC-IDRI-1005,2.708922097869191e-05,0.9995970057284438,2.900516970674754e-06,0_7
LIDC-IDRI-1006,0.00021818929528420535,0.9997723199066885,8.391897219462693e-06,0_7
LIDC-IDRI-1007,0.3586481554678107,0.9998490369844234,0.03469330678774679,0_7
LIDC-IDRI-1008,1.2298829267542154e-05,0.9997027908295147,8.771833294433549e-07,0_7
LIDC-IDRI-1009,2.7794490224046553e-06,0.9995029236939774,4.592318539956449e-07,0_7
LIDC-IDRI-1010,0.0007052171412150252,0.9998491388737352,1.054503830746931e-05,0_7
LIDC-IDRI-1011,0.401875194980991,0.9997469478898638,0.06983967584292147,0_7
LIDC-IDRI-0926,4.48088606088066e-06,0.9997868238639646,2.371144415619864e-07,0_8
LIDC-IDRI-0928,0.0016731784498033558,0.9995938228163185,4.570175719813986e-05,0_8
LIDC-IDRI-0929,0.0001066834553638222,0.9995749411689991,2.201257170792356e-06,0_8
LIDC-IDRI-0932,3.701780700619728e-08,0.9996256521657592,1.509474699460093e-09,0_8
LIDC-IDRI-0933,0.10132139664563335,0.9995224788178722,0.01161775542104692,0_8
LIDC-IDRI-0935,0.2039875913480022,0.9992959350427211,0.016131280520526262,0_8
LIDC-IDRI-0936,0.18184456199506827,0.9998505160882717,0.01579626389881269,0_8
LIDC-IDRI-0938,0.31992192953438064,0.9996650848746648,0.00823376250536883,0_8
LIDC-IDRI-0939,0.026796109778543225,0.9997316966100089,0.00323434813910496,0_8
LIDC-IDRI-0940,0.06837786553519637,0.9998456455099768,0.0051712552569845305,0_8
LIDC-IDRI-0941,3.116200417502829e-05,0.9998442792022999,8.087421387111503e-07,0_8
LIDC-IDRI-0942,0.38134455403793616,0.9981079098900457,0.02441034286590158,0_8
LIDC-IDRI-0943,3.801791900083465e-06,0.9999082747766055,6.722896356577434e-08,0_8
LIDC-IDRI-0944,2.5416579513008544e-06,0.9986264566186858,6.241326606947256e-08,0_8
LIDC-IDRI-0945,0.7315759766040271,0.9995132420552245,0.010203917348243018,0_8
LIDC-IDRI-0946,0.7175637230660288,0.9986236491501577,0.012391111171035122,0_8
LIDC-IDRI-0947,0.0004052154299835813,0.9998234623619657,7.709284502769319e-05,0_8
LIDC-IDRI-0949,0.26058233832883726,0.9994875351152442,0.0237324174617867,0_8
LIDC-IDRI-0950,0.0013002010398043067,0.9997291197353813,2.637340850342549e-05,0_8
LIDC-IDRI-0951,0.06976313129914506,0.9996875587999698,0.0018049662040289136,0_8
LIDC-IDRI-0953,0.04510162597808824,0.9997968840024347,0.0009758484417626344,0_8
LIDC-IDRI-0955,3.4738291836596135e-06,0.9999157559618849,7.262623443139116e-08,0_8
LIDC-IDRI-0956,0.0028679068473171513,0.9998247546795069,0.00014741292723357015,0_8
LIDC-IDRI-0957,9.339814667929222e-08,0.9990976902538937,7.345916700335923e-10,0_8
LIDC-IDRI-0958,0.23020874414967193,0.9991987704125145,0.0063861543407131485,0_8
LIDC-IDRI-0959,0.00017109224728356978,0.9999314275333063,2.6845740082702944e-06,0_8
LIDC-IDRI-0961,0.0017962435455643553,0.9995283280917885,0.0001374669612696422,0_8
LIDC-IDRI-0962,0.029469460367518456,0.9993978026550878,0.0021042498279319364,0_8
LIDC-IDRI-0963,7.43976521930971e-05,0.9998957984875253,6.932400093018788e-07,0_8
LIDC-IDRI-0965,0.3582093395789164,0.9994999415746817,0.015614108168060276,0_8
LIDC-IDRI-0966,0.00036530744775959475,0.9999078678827621,1.4583744778469987e-05,0_8
LIDC-IDRI-0968,0.25320714865430916,0.9992749732866082,0.02571495311887188,0_8
LIDC-IDRI-0969,0.0002648918662839629,0.9996771105337972,8.567162277905604e-06,0_8
LIDC-IDRI-0971,6.439530686774726e-08,0.9999099149584003,3.4113157228311958e-09,0_8
LIDC-IDRI-0972,0.050686685652369466,0.9995883437762796,0.004337323111552191,0_8
LIDC-IDRI-0973,0.10471489683633643,0.9995204167593558,0.01231802736916459,0_8
LIDC-IDRI-0974,0.2197067354260242,0.9994285552574977,0.015532305396776884,0_8
LIDC-IDRI-0976,7.218645263916458e-06,0.999672641519966,6.149406453493572e-07,0_8
LIDC-IDRI-0977,9.519696028360481e-07,0.9998474842315286,2.0093473988169275e-08,0_8
LIDC-IDRI-0978,0.0775395882489268,0.9990191755311819,0.020347650641808077,0_8
LIDC-IDRI-0980,0.2634906165577544,0.9994199125105244,0.012783580562108295,0_8
LIDC-IDRI-0981,0.010800138759431034,0.9994427429160722,0.00025861715068556124,0_8
LIDC-IDRI-0982,0.14949415590786605,0.9997615101392652,0.009674018815944088,0_8
LIDC-IDRI-0983,0.00046260222785622076,0.9994968174467972,1.1789869793804877e-05,0_8
LIDC-IDRI-0984,0.00023870114651589492,0.9998182421043218,8.021242331512084e-06,0_8
LIDC-IDRI-0985,7.495960643687507e-07,0.9994148665707809,6.481044784566813e-08,0_8
LIDC-IDRI-0986,0.5242827082828755,0.999074909417856,0.013329862438393248,0_8
LIDC-IDRI-0987,0.0017722038290149498,0.9998355369722054,0.00011704241168498934,0_8
LIDC-IDRI-0989,2.1373929983155245e-07,0.9993122448591139,8.024153371632321e-10,0_8
LIDC-IDRI-0990,0.0002714212899642437,0.9989407551462327,4.758669113956268e-06,0_8
LIDC-IDRI-0991,4.366129358906358e-06,0.9998522434119466,3.5670804972643664e-08,0_8
LIDC-IDRI-0993,0.6391804638024595,0.9996991374045868,0.01696925561512312,0_8
LIDC-IDRI-0994,0.0837042084918823,0.9997492654457018,0.01638508214397542,0_8
LIDC-IDRI-0996,3.9340117893143756e-07,0.9991904263792392,1.7919893382125048e-09,0_8
LIDC-IDRI-0997,5.996578102743918e-05,0.9994326906092573,4.830602057961781e-06,0_8
LIDC-IDRI-0998,0.03691994610165497,0.9986966906488791,0.0034398182638120185,0_8
LIDC-IDRI-0999,0.0002700862255145633,0.9998165813488008,1.8961351623185985e-05,0_8
LIDC-IDRI-1000,0.15850197857491838,0.9995498136190796,0.025637357293519413,0_8
LIDC-IDRI-1001,1.9881860241878685e-06,0.9992037049528762,2.7748128967551143e-08,0_8
LIDC-IDRI-1002,0.2878199559674403,0.9988929814087492,0.06221531586832246,0_8
LIDC-IDRI-1003,0.24498146439084567,0.9993728285615677,0.04267290405228386,0_8
LIDC-IDRI-1004,0.05406070390918564,0.9997762650427525,0.00840180369654181,0_8
LIDC-IDRI-1005,0.0708115555107112,0.9989959807647742,0.0016789741444534119,0_8
LIDC-IDRI-1006,0.0002854260726903845,0.9992744285156998,6.1410766743910965e-06,0_8
LIDC-IDRI-1007,0.42581536153544114,0.9995475666091105,0.0359666793469778,0_8
LIDC-IDRI-1008,0.00028562913082216216,0.9994903980918612,2.4553518240913355e-05,0_8
LIDC-IDRI-1009,2.3265512146404765e-05,0.9989653764055021,2.855946504832679e-06,0_8
LIDC-IDRI-1010,0.002036855103959746,0.9997545694580177,2.8506955322592403e-05,0_8
LIDC-IDRI-1011,0.4142707856108636,0.999422719500524,0.05977654072839667,0_8
LIDC-IDRI-0926,9.047971112843499e-06,0.9998413187108136,4.803770930086331e-07,0_9
LIDC-IDRI-0928,0.0023022779569258573,0.9998291659898308,3.443690064050788e-05,0_9
LIDC-IDRI-0929,9.638161590788367e-05,0.9998328934400998,2.6954320560311254e-06,0_9
LIDC-IDRI-0932,5.6090974163576946e-08,0.9997864906460504,2.2523385092794735e-09,0_9
LIDC-IDRI-0933,0.12960473768042405,0.9997938883423323,0.01364740828362228,0_9
LIDC-IDRI-0935,0.2039781920950695,0.9996799695194256,0.018570879539058515,0_9
LIDC-IDRI-0936,0.19296370855519332,0.9999350874692005,0.019707914266528924,0_9
LIDC-IDRI-0938,0.35295966846779486,0.9998437260025432,0.012777067801509829,0_9
LIDC-IDRI-0939,0.07190578917519214,0.9999079780523662,0.008116428818199137,0_9
LIDC-IDRI-0940,0.07811332248773181,0.999906361921476,0.006460153110599807,0_9
LIDC-IDRI-0941,0.0002244096590257621,0.9998852163084829,6.374621320983741e-06,0_9
LIDC-IDRI-0942,0.299694976187791,0.9989656714022757,0.030948311659569495,0_9
LIDC-IDRI-0943,1.8110438017621606e-08,0.999943937406202,1.967676920781461e-10,0_9
LIDC-IDRI-0944,1.6422443185437487e-08,0.9992196604912884,1.1164169531188994e-09,0_9
LIDC-IDRI-0945,0.6138229281488771,0.9998101749352524,0.011778775576408216,0_9
LIDC-IDRI-0946,0.5594250062626591,0.9993015063832444,0.013823653074529898,0_9
LIDC-IDRI-0947,0.0005118666804902867,0.9999262341254678,0.00011297470674902445,0_9
LIDC-IDRI-0949,0.3213453702924799,0.9997335185665587,0.025933013946235667,0_9
LIDC-IDRI-0950,0.0018610795546254103,0.9998847966761143,3.385772240170184e-05,0_9
LIDC-IDRI-0951,0.04992172611601134,0.9998160852171772,0.0015230535914426296,0_9
LIDC-IDRI-0953,0.048754870334488956,0.9998854188926728,0.0011882094944063067,0_9
LIDC-IDRI-0955,1.7923052234393363e-05,0.9999512462153111,4.542159438808636e-07,0_9
LIDC-IDRI-0956,0.01662110836790916,0.9999302163783542,0.000668650762866215,0_9
LIDC-IDRI-0957,5.7818500334054444e-08,0.9995176083356653,3.7592924855882114e-10,0_9
LIDC-IDRI-0958,0.4641757951684041,0.9997385184899235,0.009885773424227995,0_9
LIDC-IDRI-0959,8.59258521580678e-05,0.9999670714633836,2.183404741171891e-06,0_9
LIDC-IDRI-0961,0.001360523229362859,0.9998462036374082,0.0003788368434047902,0_9
LIDC-IDRI-0962,0.03916793467134022,0.9996760586338648,0.003319443099907267,0_9
LIDC-IDRI-0963,9.624239394545963e-05,0.9999220438729833,8.070747739105415e-07,0_9
LIDC-IDRI-0965,0.379272233818983,0.9997521281389117,0.018830860857822006,0_9
LIDC-IDRI-0966,0.00015841605545292639,0.9999406370515809,1.152763118298225e-05,0_9
LIDC-IDRI-0968,0.16358277948064714,0.9997058157837879,0.017589181279343096,0_9
LIDC-IDRI-0969,0.0002179327032142845,0.999862815336658,8.350696496700381e-06,0_9
LIDC-IDRI-0971,6.434411185822785e-09,0.9999518233344132,3.832903616158491e-10,0_9
LIDC-IDRI-0972,0.04111116776041893,0.9999040442661816,0.004252449180163781,0_9
LIDC-IDRI-0973,0.04291226690826329,0.9998160844598861,0.006510314317197799,0_9
LIDC-IDRI-0974,0.27887598058773555,0.9996725002188573,0.021239170094905557,0_9
LIDC-IDRI-0976,2.6589387393255572e-05,0.9997689533075321,2.6465791108564973e-06,0_9
LIDC-IDRI-0977,6.353224608995065e-08,0.9999309831858786,1.6793098444682034e-09,0_9
LIDC-IDRI-0978,0.01420790361246987,0.9996366803355353,0.003957981326936907,0_9
LIDC-IDRI-0980,0.19269316822309107,0.9997645473813126,0.016116873105088643,0_9
LIDC-IDRI-0981,0.004975681834189352,0.9997110973233252,0.0001260888614141289,0_9
LIDC-IDRI-0982,0.1354243466771771,0.9998644370767846,0.008899522027063282,0_9
LIDC-IDRI-0983,0.0011816758114010825,0.9997259892222407,3.600788921269145e-05,0_9
LIDC-IDRI-0984,0.00010990416632609913,0.999935888572451,3.8344162540563675e-06,0_9
LIDC-IDRI-0985,7.059706704430144e-08,0.9997581088496337,4.133046336944605e-09,0_9
LIDC-IDRI-0986,0.312381856778729,0.9995602172235648,0.01190375493618092,0_9
LIDC-IDRI-0987,0.0008512748693770894,0.999948457100064,5.962832738211099e-05,0_9
LIDC-IDRI-0989,1.266454706965011e-07,0.9995998740532398,1.3550088072560365e-09,0_9
LIDC-IDRI-0990,1.4046337338472181e-05,0.9994038484402953,5.15450785149077e-07,0_9
LIDC-IDRI-0991,7.285433016960667e-06,0.9999168292538824,3.676641147876606e-08,0_9
LIDC-IDRI-0993,0.6097068634453375,0.9998193281641977,0.01964764716070586,0_9
LIDC-IDRI-0994,0.08004530161136465,0.9997888215407206,0.016027606192879032,0_9
LIDC-IDRI-0996,2.7786021010672366e-07,0.9995376917368753,4.1896252447324e-09,0_9
LIDC-IDRI-0997,4.6072908834995944e-05,0.9998320014335897,3.930033537234581e-06,0_9
LIDC-IDRI-0998,0.016668543355677433,0.9992541712695409,0.0024787069424053805,0_9
LIDC-IDRI-0999,0.0003243203790385713,0.9998903922343925,2.4503582894285366e-05,0_9
LIDC-IDRI-1000,0.14803269861249232,0.9998581498994334,0.025602201054549842,0_9
LIDC-IDRI-1001,5.514955142809146e-07,0.9995868215716001,2.2432534380488596e-08,0_9
LIDC-IDRI-1002,0.25811154590912405,0.9996265285174513,0.06553887773516924,0_9
LIDC-IDRI-1003,0.20985721400801802,0.9996888906415109,0.03893103705190981,0_9
LIDC-IDRI-1004,0.04457227397343318,0.9998632472898,0.007042085268138938,0_9
LIDC-IDRI-1005,0.07747007184118443,0.9994031354006481,0.0015602537517688873,0_9
LIDC-IDRI-1006,0.0005212971877286224,0.9995941214347592,1.5916771830526146e-05,0_9
LIDC-IDRI-1007,0.38725832088757894,0.9997979754294708,0.035107431168512844,0_9
LIDC-IDRI-1008,0.0020856047711871957,0.9996686493581262,0.00043470190848420357,0_9
LIDC-IDRI-1009,1.2475193718063826e-05,0.9993890830866764,1.8436540883588586e-06,0_9
LIDC-IDRI-1010,0.0008528109625018285,0.9998718644640635,1.2761497539877113e-05,0_9
LIDC-IDRI-1011,0.37621100730562734,0.9997580666747707,0.0661649198653444,0_9
LIDC-IDRI-0926,1.2203093132679315e-05,0.9996842013540232,6.433276660924118e-07,1
LIDC-IDRI-0928,0.0003017373224395692,0.9997672691027495,8.592898076441325e-06,1
LIDC-IDRI-0929,0.0007386990017386849,0.9996690318127784,1.7631064244359017e-05,1
LIDC-IDRI-0932,2.8966020138794776e-07,0.999625561704546,3.4386774518321806e-09,1
LIDC-IDRI-0933,0.10974368189373632,0.9996780119846629,0.013891831330379406,1
LIDC-IDRI-0935,0.27989911688028607,0.999603994055608,0.023103576056631103,1
LIDC-IDRI-0936,0.23295382511626608,0.9998226608800004,0.022655578415236622,1
LIDC-IDRI-0938,0.4639621174100615,0.9996917043169632,0.014234448291638668,1
LIDC-IDRI-0939,0.36020245088277053,0.999812737700363,0.025592636357316314,1
LIDC-IDRI-0940,0.06173263570338197,0.999843691769532,0.005408039958936864,1
LIDC-IDRI-0941,0.05709121411014836,0.9998374878937194,0.0013786907070924947,1
LIDC-IDRI-0942,0.3686365445812937,0.9991384257648658,0.030629342905899963,1
LIDC-IDRI-0943,5.049302674519968e-06,0.9998270085865859,1.782423097860522e-08,1
LIDC-IDRI-0944,1.4280618799927862e-06,0.9992670287028028,9.765244168717736e-08,1
LIDC-IDRI-0945,0.7815215648089443,0.9997278225772919,0.012093912828057591,1
LIDC-IDRI-0946,0.4941180743152126,0.9993064949994531,0.011253863224944144,1
LIDC-IDRI-0947,0.014319613573382546,0.999836524082887,0.0022784271872110158,1
LIDC-IDRI-0949,0.48869857846577464,0.9997346198900618,0.03581870475111207,1
LIDC-IDRI-0950,0.000295115534484043,0.9998488885070393,2.2380720602433975e-06,1
LIDC-IDRI-0951,0.06753376307821349,0.9996679279114604,0.0009080960877680966,1
LIDC-IDRI-0953,0.05359886741097203,0.9995517281093372,0.00041309767184828937,1
LIDC-IDRI-0955,4.742371730536092e-05,0.9997608306216748,5.723483924132869e-07,1
LIDC-IDRI-0956,0.00866248968900017,0.999819139344499,0.0001521240957049459,1
LIDC-IDRI-0957,3.074569497982086e-07,0.9992666115497206,6.749276832826978e-09,1
LIDC-IDRI-0958,0.43899627767032995,0.9995488032569373,0.007614377260224492,1
LIDC-IDRI-0959,0.0002224746576460616,0.9999039589738997,4.767623845256604e-06,1
LIDC-IDRI-0961,0.014561139885856838,0.9998315958460289,0.003649131049206483,1
LIDC-IDRI-0962,0.0922145311764219,0.9996927246899471,0.006929604619997107,1
LIDC-IDRI-0963,0.00032189889410775776,0.9997666657403226,5.6860955827254515e-06,1
LIDC-IDRI-0965,0.4005904277879495,0.9996585639012003,0.017665570703963147,1
LIDC-IDRI-0966,0.0008594827294717977,0.9998125095270858,7.871613942982644e-06,1
LIDC-IDRI-0968,0.04584652830641963,0.9996224656497082,0.005438527789678608,1
LIDC-IDRI-0969,3.2624086145281566e-05,0.999765064298653,8.246904187225883e-07,1
LIDC-IDRI-0971,3.313293520180902e-12,0.9998504339424821,1.6780610168184584e-13,1
LIDC-IDRI-0972,0.07992425996635968,0.9997525192236553,0.002355085519480695,1
LIDC-IDRI-0973,0.08356951858308113,0.9996185834946548,0.010027529235848695,1
LIDC-IDRI-0974,0.4068671173553254,0.9995483224516724,0.02450026438980314,1
LIDC-IDRI-0976,0.015849672646772534,0.9994643880428209,0.0016914190000908804,1
LIDC-IDRI-0977,1.2619105320127867e-07,0.999798760839624,3.2907881529602224e-09,1
LIDC-IDRI-0978,0.033882503475370064,0.9993768721453173,0.01238607723817073,1
LIDC-IDRI-0980,0.20573599420947897,0.999613523985485,0.015396341324175871,1
LIDC-IDRI-0981,0.08303133933803451,0.9993985474781316,0.001502990454367959,1
LIDC-IDRI-0982,0.15388829750745894,0.999750841887376,0.00883836188886291,1
LIDC-IDRI-0983,0.001053190982218618,0.9992806041022825,2.9312672181559643e-05,1
LIDC-IDRI-0984,0.00010964986420797964,0.9998646080517875,3.3972382766913002e-06,1
LIDC-IDRI-0985,0.0001232923648532979,0.9996703075389828,3.827417807727364e-06,1
LIDC-IDRI-0986,0.2949445281656886,0.9992529358975251,0.01007031954400647,1
LIDC-IDRI-0987,0.00027386768306813494,0.999645151087831,3.69774559335548e-06,1
LIDC-IDRI-0989,2.633089391129362e-07,0.9993191526936569,5.781976173560386e-10,1
LIDC-IDRI-0990,2.8640331601896075e-05,0.9991951627882617,8.008778212604117e-07,1
LIDC-IDRI-0991,5.234224954650437e-05,0.9997746304957457,4.776897732815472e-07,1
LIDC-IDRI-0993,0.6337642752565373,0.9996738516211991,0.019063475081029894,1
LIDC-IDRI-0994,0.12969325374503662,0.9996989706804568,0.021766377204114465,1
LIDC-IDRI-0996,7.38727789404417e-06,0.9995285757111619,5.5830576416689463e-08,1
LIDC-IDRI-0997,9.811104097166338e-05,0.9995728817477572,2.448651028630173e-06,1
LIDC-IDRI-0998,0.016024199175393574,0.9992414954152959,0.0018359389725704938,1
LIDC-IDRI-0999,0.00013967575037464176,0.9997702184903562,9.628601708210016e-06,1
LIDC-IDRI-1000,0.1658098978898025,0.9996252994682009,0.026644374185724042,1
LIDC-IDRI-1001,0.00025349035808652293,0.9995649109327253,6.40666538416928e-06,1
LIDC-IDRI-1002,0.34714359385246596,0.9993361297038437,0.07822676943147663,1
LIDC-IDRI-1003,0.2809782170387309,0.9995093201490255,0.05603388647214066,1
LIDC-IDRI-1004,0.1671011986293765,0.999652018528349,0.019028574284024338,1
LIDC-IDRI-1005,0.024328964105594385,0.9993644466186368,0.00046316360032178387,1
LIDC-IDRI-1006,7.673324550803474e-05,0.9995326411026907,1.4156640474019053e-06,1
LIDC-IDRI-1007,0.3623364745967669,0.9996605628626558,0.028925067351835556,1
LIDC-IDRI-1008,0.0002132059634030909,0.9995839330515901,1.619765157085546e-05,1
LIDC-IDRI-1009,0.0030425886628054847,0.999084150736783,0.00035226340698240775,1
LIDC-IDRI-1010,0.003379668346597565,0.9998649100836604,5.125983537430582e-05,1
LIDC-IDRI-1011,0.3660733690086416,0.9995746111350858,0.06944910730524369,1
LIDC-IDRI-0926,2.262480807081514e-05,0.9997898599238244,1.166812486619864e-06,sequential
LIDC-IDRI-0928,0.000820350662265614,0.9996914802296987,1.6663420895309663e-05,sequential
LIDC-IDRI-0929,0.00035022791206243046,0.9997746188526119,2.1781815873145825e-06,sequential
LIDC-IDRI-0932,1.637769584376881e-09,0.9996329296237175,6.675531282354656e-11,sequential
LIDC-IDRI-0933,0.13831856030561043,0.9993492404841317,0.009945941349269316,sequential
LIDC-IDRI-0935,0.15559637057478215,0.9994572425878124,0.020583410884116485,sequential
LIDC-IDRI-0936,0.030178442070070297,0.9996244985854172,0.0032964619894291225,sequential
LIDC-IDRI-0938,0.00192745226260414,0.999508334491407,6.27135692876409e-05,sequential
LIDC-IDRI-0939,0.00984524636111143,0.9997793906202767,0.0010605855329670563,sequential
LIDC-IDRI-0940,0.05487699160546764,0.9997902344807762,0.0033208307044599776,sequential
LIDC-IDRI-0941,1.1032730740813876e-05,0.9997498575036322,1.5868379563412027e-07,sequential
LIDC-IDRI-0942,0.33918997260314765,0.9988429948317263,0.02565505388572368,sequential
LIDC-IDRI-0943,0.0002407506995996553,0.9997673641051011,2.356012993165056e-06,sequential
LIDC-IDRI-0944,7.633831381680573e-07,0.9989325596387159,4.6319859506194544e-08,sequential
LIDC-IDRI-0945,0.6579684237242687,0.9997182515613758,0.010903243886825172,sequential
LIDC-IDRI-0946,0.3230147265082125,0.9992803880395112,0.01211785388501575,sequential
LIDC-IDRI-0947,0.0024757137393411313,0.9997250393663857,0.0002324073234661108,sequential
LIDC-IDRI-0949,0.18523202549256204,0.9996271051169601,0.017547874362602977,sequential
LIDC-IDRI-0950,0.0005029673250160338,0.9998628843790606,6.4577212426130975e-06,sequential
LIDC-IDRI-0951,0.09000907287362042,0.9997577117676233,0.0010294020141181973,sequential
LIDC-IDRI-0953,0.002788930446020333,0.9997609958904284,4.237154542050619e-05,sequential
LIDC-IDRI-0955,8.849014057332939e-07,0.9997093794618249,7.412783980590953e-09,sequential
LIDC-IDRI-0956,0.018522131756593233,0.9997891818135842,0.0006075244973259246,sequential
LIDC-IDRI-0957,5.9264088850837034e-06,0.9994430255819818,1.2220592558500804e-07,sequential
LIDC-IDRI-0958,0.17007411608709685,0.9996305521886819,0.007332441352488367,sequential
LIDC-IDRI-0959,5.391186186449859e-05,0.9998339855448267,1.0292085596646077e-06,sequential
LIDC-IDRI-0961,0.0006629133223635368,0.9996990125992479,0.00014910516759735065,sequential
LIDC-IDRI-0962,0.00965491625208114,0.9995331236109858,0.0009789065959756875,sequential
LIDC-IDRI-0963,2.361554175409817e-05,0.9997072069907363,1.5592360247637702e-07,sequential
LIDC-IDRI-0965,0.18191122793122055,0.999611569955468,0.008824057732703304,sequential
LIDC-IDRI-0966,0.006038377935675552,0.999772512874829,0.00018370382802652922,sequential
LIDC-IDRI-0968,0.2608069364685287,0.9992728363840823,0.028181642467309094,sequential
LIDC-IDRI-0969,0.005122392898651402,0.9996601993657458,7.697226362191281e-05,sequential
LIDC-IDRI-0971,1.3628542351501594e-08,0.9997426554279708,6.783587704121725e-10,sequential
LIDC-IDRI-0972,4.841640956272543e-05,0.9998340276553276,4.493806125301416e-06,sequential
LIDC-IDRI-0973,0.001632078747465918,0.9994927598704972,0.0003173299126904094,sequential
LIDC-IDRI-0974,0.07400665082446103,0.999662444325646,0.007661697784105641,sequential
LIDC-IDRI-0976,2.4301432905395135e-05,0.9998098038898809,2.2125445219055752e-06,sequential
LIDC-IDRI-0977,1.998861208429618e-06,0.9997906513095972,2.3383423243048664e-08,sequential
LIDC-IDRI-0978,0.03361774839483439,0.9989591996216045,0.01337452717494065,sequential
LIDC-IDRI-0980,0.018646991477024866,0.9996694644003785,0.0025178447985281446,sequential
LIDC-IDRI-0981,0.001992369003050163,0.999627819782871,3.537048452904386e-05,sequential
LIDC-IDRI-0982,0.11862703351357796,0.9996886879034751,0.006506389704329659,sequential
LIDC-IDRI-0983,0.0032078715804382154,0.9997517202986461,0.0001366629998617745,sequential
LIDC-IDRI-0984,0.0008926068459094263,0.9997557502492839,1.4334815576107716e-05,sequential
LIDC-IDRI-0985,8.057704341593739e-07,0.9996777304359482,6.595263375878593e-08,sequential
LIDC-IDRI-0986,0.38576542500243355,0.9992209075516406,0.012140565283561666,sequential
LIDC-IDRI-0987,0.0025824550275256107,0.9997092991740101,5.8481014535918785e-05,sequential
LIDC-IDRI-0989,4.402282023165447e-07,0.9993675329138334,2.438290505900349e-09,sequential
LIDC-IDRI-0990,2.2578908756535194e-06,0.9992157382322707,1.0643674993885024e-07,sequential
LIDC-IDRI-0991,2.3905232540714233e-05,0.9997507814227337,6.509702557442089e-08,sequential
LIDC-IDRI-0993,0.4965290635009064,0.9996004946249734,0.013846100912336394,sequential
LIDC-IDRI-0994,0.07443092427732084,0.9996223979900032,0.012738918309450462,sequential
LIDC-IDRI-0996,3.617821769114198e-05,0.9993717643808531,2.8140979906063516e-07,sequential
LIDC-IDRI-0997,4.55398369149843e-05,0.9996250500256499,3.82334401396046e-06,sequential
LIDC-IDRI-0998,0.021621606688957937,0.9991885428903751,0.002613198439192703,sequential
LIDC-IDRI-0999,0.01079299759416677,0.9996596762787407,0.00016950298681631112,sequential
LIDC-IDRI-1000,0.10079207427248477,0.9997421872458475,0.015721856723379994,sequential
LIDC-IDRI-1001,0.0007868221944413537,0.9993121032126404,3.955720871056216e-05,sequential
LIDC-IDRI-1002,0.03394412936030495,0.9990998407656028,0.01083358474274501,sequential
LIDC-IDRI-1003,0.2132552822060271,0.9992770985747889,0.039833701012808025,sequential
LIDC-IDRI-1004,0.00428714618623852,0.9997173950010964,0.00043923484832408333,sequential
LIDC-IDRI-1005,0.002152357510891979,0.9990717468016894,4.1879616996887037e-05,sequential
LIDC-IDRI-1006,0.0032661034910380403,0.9996173845884136,7.334078362498109e-05,sequential
LIDC-IDRI-1007,0.3403006795273723,0.9997204076690557,0.03289515108089513,sequential
LIDC-IDRI-1008,0.0003652496498315209,0.9997055797129549,2.4542920247287284e-05,sequential
LIDC-IDRI-1009,3.093710327553794e-05,0.99908531551829,3.5813087583981844e-06,sequential
LIDC-IDRI-1010,0.00025560310446340643,0.9996208252619139,2.8605934434754144e-06,sequential
LIDC-IDRI-1011,0.25762432708674604,0.9995647394315883,0.04423081461479741,sequential
