Modality,Annotation Size,BCE_loss
lpd_unet_0_1,52.75,0.00217657536268
lpd_unet_0_1,71.5,0.00278025562875
lpd_unet_0_1,30.25,0.000983276346231
lpd_unet_0_1,30.3333333333,0.00162530554614
lpd_unet_0_1,28.0,0.0016397588090808334
lpd_unet_0_1,20.25,0.0007914505840725001
lpd_unet_0_1,9.33333333333,0.000556808547117
lpd_unet_0_1,26.0,0.0011376669281161248
lpd_unet_0_1,21.0,0.0012332916111606365
lpd_unet_0_1,24.0,0.0026954316417700996
lpd_unet_0_1,40.75,0.00194267742336
lpd_unet_0_1,38.5,0.0016547949053320001
lpd_unet_0_1,20.75,0.00149827939458
lpd_unet_0_1,19.0,0.0009105900147303333
lpd_unet_0_1,6.0,0.0010980597173322001
lpd_unet_0_1,16.0,0.0013097076036487
lpd_unet_0_1,29.5,0.0021029034396655
lpd_unet_0_1,37.5,0.0015649715205636667
lpd_unet_0_1,17.0,0.0021087915578392
lpd_unet_0_1,13.0,0.0009160919451255556
lpd_unet_0_1,52.0,0.0026488191554881672
lpd_unet_0_1,40.0,0.0027802969270849997
lpd_unet_0_1,80.0,0.007918246866513334
lpd_unet_0_1,50.0,0.0035150145025280004
lpd_unet_0_1,19.6666666667,0.002342770613419
lpd_unet_0_1,29.1666666667,0.00426136050373
lpd_unet_0_1,45.25,0.00345984764863
lpd_unet_0_1,63.0,0.0029343174149600005
lpd_unet_0_1,31.3333333333,0.005674422718585
lpd_unet_0_1,124.0,0.00821068696678
lpd_unet_0_1,114.0,0.004263419192283333
lpd_unet_0_1,127.666666667,0.00281632132828
lpd_unet_0_1,203.0,0.00626283918973
lpd_unet_0_1,240.333333333,0.00215125083923
lpd_unet_0_1,147.0,0.002027322974757
lpd_unet_0_1,50.6666666667,0.00532850110903
lpd_unet_0_1,18.0,0.002079132197347
lpd_unet_0_1,56.5,0.013553775847
lpd_unet_0_1,97.0,0.00447484361939
lpd_unet_0_1,146.5,0.000464460084913
lpd_unet_0_1,107.5,0.000428078637924
lpd_unet_0_1,48.3333333333,0.00267921364866
lpd_unet_0_1,191.0,0.009167901705943332
lpd_unet_0_1,208.0,0.00165379000828
lpd_unet_0_1,47.0,0.002422845759428
lpd_unet_0_1,32.0,0.00210128474282
lpd_unet_0_1,121.0,0.005316764116285
lpd_unet_0_1,17.6666666667,0.00165653484873
lpd_unet_0_1,23.0,0.0017883612599693
lpd_unet_0_1,113.75,0.00378290517256
lpd_unet_0_1,148.75,0.00334975705482
lpd_unet_0_1,201.75,0.00614169985056
lpd_unet_0_1,239.75,0.00385596882552
lpd_unet_0_1,289.5,0.00463743787259
lpd_unet_0_1,248.0,0.00660990132019
lpd_unet_0_1,104.0,0.00162908388302
lpd_unet_0_1,94.0,0.002659780555405
lpd_unet_0_1,77.0,0.002566256886348
lpd_unet_0_1,211.0,0.005594264599495
lpd_unet_0_1,174.75,0.00151504215319
lpd_unet_0_1,406.5,0.00355418701656
lpd_unet_0_1,471.75,0.00178536470048
lpd_unet_0_1,365.25,0.00278500374407
lpd_unet_0_1,158.75,0.00116405298468
lpd_unet_0_1,153.0,0.003991244671243333
lpd_unet_0_1,148.333333333,0.00221330649219
lpd_unet_0_1,145.5,0.00410589156672
lpd_unet_0_1,140.5,0.00485573383048
lpd_unet_0_1,101.0,0.00401661952492
lpd_unet_0_1,141.0,0.003814644762315
lpd_unet_0_1,172.25,0.00184568879195
lpd_unet_0_1,169.5,0.00258003291674
lpd_unet_0_1,141.75,0.00320566771552
lpd_unet_0_1,85.0,0.004877717932685
lpd_unet_0_1,59.0,0.007327030781500667
lpd_unet_0_1,12.0,0.000935947170040889
lpd_unet_0_1,7.0,0.0004798858218625714
lpd_unet_0_1,14.0,0.0009895196824807001
lpd_unet_0_1,27.0,0.0014871521354005717
lpd_unet_0_1,99.3333333333,0.00185370782856
lpd_unet_0_1,135.666666667,0.00279270205647
lpd_unet_0_1,180.5,0.002449625812005
lpd_unet_0_1,188.75,0.0026026070118
lpd_unet_0_1,221.75,0.00178164325189
lpd_unet_0_1,228.5,0.00279232882895
lpd_unet_0_1,239.0,0.0026328607928
lpd_unet_0_1,251.25,0.00278625218198
lpd_unet_0_1,231.0,0.00213154335506
lpd_unet_0_1,231.75,0.00123534654267
lpd_unet_0_1,222.25,0.00210025790147
lpd_unet_0_1,217.25,0.00278331432492
lpd_unet_0_1,215.75,0.00282144593075
lpd_unet_0_1,206.5,0.00315008871257
lpd_unet_0_1,186.75,0.00200025853701
lpd_unet_0_1,162.25,0.0014766193053214998
lpd_unet_0_1,146.75,0.00332962884568
lpd_unet_0_1,130.75,0.00258214306086
lpd_unet_0_1,33.0,0.00127493304899025
lpd_unet_0_1,18.25,0.000364001898561
lpd_unet_0_1,160.0,0.0032295340206466663
lpd_unet_0_1,190.0,0.00618394266348
lpd_unet_0_1,245.0,0.00486536324024
lpd_unet_0_1,181.0,0.005202123196795
lpd_unet_0_1,210.5,0.00576451793313
lpd_unet_0_1,185.0,0.00314736622386
lpd_unet_0_1,135.5,0.0029401506763
lpd_unet_0_1,166.5,0.000715130649041
lpd_unet_0_1,176.75,0.000699778553098
lpd_unet_0_1,136.75,0.00162603287026
lpd_unet_0_1,116.5,0.00258443597704
lpd_unet_0_1,89.25,0.002162246615625
lpd_unet_0_1,52.5,0.00082021675189
lpd_unet_0_1,40.5,0.0011930274777119999
lpd_unet_0_1,78.0,0.00741487182678
lpd_unet_0_1,112.0,0.0032152022467949997
lpd_unet_0_1,122.0,0.003844816819765
lpd_unet_0_1,134.0,0.00440009590238
lpd_unet_0_1,150.0,0.00429632072337
lpd_unet_0_1,180.0,0.00591238308698
lpd_unet_0_1,186.0,0.00435007503256
lpd_unet_0_1,202.0,0.00655227340758
lpd_unet_0_1,194.0,0.00629802048206
lpd_unet_0_1,214.0,0.00679598655552
lpd_unet_0_1,54.5,0.00227158493362
lpd_unet_0_1,69.25,0.0021720710064990004
lpd_unet_0_1,83.25,0.00383508740924
lpd_unet_0_1,69.0,0.006345703965055001
lpd_unet_0_1,38.0,0.0023626128211620004
lpd_unet_0_1,54.0,0.0017274671583436003
lpd_unet_0_1,95.5,0.0027996000426334998
lpd_unet_0_1,161.0,0.0045967317031100005
lpd_unet_0_1,314.5,0.00237109628506
lpd_unet_0_1,351.0,0.00219595828094
lpd_unet_0_1,389.75,0.00229924940504
lpd_unet_0_1,247.714285714,0.00906800292432
lpd_unet_0_1,240.75,0.0119199631736
lpd_unet_0_1,237.555555556,0.0110582485795
lpd_unet_0_1,242.1,0.0128187900409
lpd_unet_0_1,304.181818182,0.0086679533124
lpd_unet_0_1,297.909090909,0.0139749841765
lpd_unet_0_1,355.727272727,0.0117266438901
lpd_unet_0_1,311.636363636,0.0104360571131
lpd_unet_0_1,284.181818182,0.00332055706531
lpd_unet_0_1,219.272727273,0.00750255584717
lpd_unet_0_1,143.363636364,0.00441595632583
lpd_unet_0_1,127.285714286,0.00323056732304
lpd_unet_0_1,67.4285714286,0.00301497010514
lpd_unet_0_1,58.5714285714,0.00162674323656
lpd_unet_0_1,88.5,0.00143031729385
lpd_unet_0_1,35.0,0.002092808485030167
lpd_unet_0_1,10.0,0.0006677782553847142
lpd_unet_0_1,51.5,0.00152727216482
lpd_unet_0_1,86.0,0.00283474610963
lpd_unet_0_1,83.0,0.001755608129315
lpd_unet_0_1,82.0,0.0015497224812875
lpd_unet_0_1,57.0,0.00234682421433
lpd_unet_0_1,15.0,0.001335222244960308
lpd_unet_0_1,20.0,0.0012666877850683886
lpd_unet_0_1,22.0,0.0025632617907846247
lpd_unet_0_1,49.3333333333,0.00339966919273
lpd_unet_0_1,61.2,0.00381332379766
lpd_unet_0_1,48.0,0.00210318248719
lpd_unet_0_1,44.3333333333,0.002375637704975
lpd_unet_0_1,130.0,0.00238234386779
lpd_unet_0_1,195.0,0.011442177463314999
lpd_unet_0_1,275.0,0.00583652639762
lpd_unet_0_1,249.0,0.0042921971762549995
lpd_unet_0_1,57.25,0.000473717169371
lpd_unet_0_1,179.0,0.000931926770136
lpd_unet_0_1,194.5,0.00801871455044
lpd_unet_0_1,4.0,0.0002439417676215
lpd_unet_0_1,11.0,0.0012602362341052856
lpd_unet_0_1,31.0,0.0017795394718011666
lpd_unet_0_1,55.6666666667,0.00151673122309
lpd_unet_0_1,76.6666666667,0.00137497286778
lpd_unet_0_1,95.3333333333,0.00268633873202
lpd_unet_0_1,94.5,0.00271253939718
lpd_unet_0_1,80.5,0.0033946268958999996
lpd_unet_0_1,69.5,0.00234124157578
lpd_unet_0_1,53.0,0.007099469658
lpd_unet_0_1,41.5,0.001003946614219
lpd_unet_0_1,24.5,0.00118138588732
lpd_unet_0_1,49.5,0.000969084649114
lpd_unet_0_1,53.5,0.00190112245036
lpd_unet_0_1,87.0,0.0038493976462633333
lpd_unet_0_1,2.0,0.0001862494027595
lpd_unet_0_1,3.0,0.000189514561498
lpd_unet_0_1,9.0,0.0007050413551042001
lpd_unet_0_1,92.0,0.00240153481718
lpd_unet_0_1,88.0,0.0022182778921
lpd_unet_0_1,116.0,0.004763876553623333
lpd_unet_0_1,64.0,0.001668467622948
lpd_unet_0_1,37.0,0.0020282060334766666
lpd_unet_0_1,25.0,0.0021590462684712725
lpd_unet_0_1,8.0,0.000999342837271143
lpd_unet_0_1,220.25,0.00147456035484
lpd_unet_0_1,434.5,0.0024297744967
lpd_unet_0_1,464.25,0.00284583074972
lpd_unet_0_1,356.5,0.00245411368087
lpd_unet_0_1,132.25,0.00259894272313
lpd_unet_0_1,86.5,0.00277303950861
lpd_unet_0_1,119.0,0.00419301299553075
lpd_unet_0_1,112.5,0.00262929312885
lpd_unet_0_1,140.0,0.00561420293525
lpd_unet_0_1,29.0,0.0015167172449377143
lpd_unet_0_1,51.0,0.004831091995593751
lpd_unet_0_1,131.0,0.0459897145629
lpd_unet_0_1,212.25,0.0990192145109
lpd_unet_0_1,260.0,0.0998481139541
lpd_unet_0_1,341.25,0.111367806792
lpd_unet_0_1,378.75,0.133026182652
lpd_unet_0_1,400.5,0.14543800056
lpd_unet_0_1,429.25,0.144806116819
lpd_unet_0_1,454.75,0.172921583056
lpd_unet_0_1,457.5,0.195719227195
lpd_unet_0_1,447.0,0.155064672232
lpd_unet_0_1,432.25,0.15020352602
lpd_unet_0_1,400.0,0.171759277582
lpd_unet_0_1,367.75,0.152861654758
lpd_unet_0_1,305.0,0.07370478054495
lpd_unet_0_1,213.5,0.0614825747907
lpd_unet_0_1,109.5,0.0350781716406
lpd_unet_0_1,5.0,0.00038576043637800005
lpd_unet_0_1,16.5,0.0011676924623319998
lpd_unet_0_1,11.5,0.0008398071804545
lpd_unet_0_1,41.0,0.0047621944220656
lpd_unet_0_1,61.3333333333,0.0019800075485033332
lpd_unet_0_1,72.6666666667,0.00134143524338
lpd_unet_0_1,72.0,0.002225415276676667
lpd_unet_0_1,70.3333333333,0.00197115563788
lpd_unet_0_1,30.6666666667,0.0009278766034776666
lpd_unet_0_1,33.5,0.0015982756740400002
lpd_unet_0_1,34.5,0.00131254049484
lpd_unet_0_1,36.5,0.0017656788113500001
lpd_unet_0_1,36.875,0.00116690283176
lpd_unet_0_1,58.25,0.00175074511208
lpd_unet_0_1,21.5,0.00031203663093
lpd_unet_0_1,28.3333333333,0.00154378090519
lpd_unet_0_1,73.0,0.0011287864763295
lpd_unet_0_1,61.0,0.002492343774066
lpd_unet_0_1,42.0,0.0014203348546324998
lpd_unet_0_1,43.5,0.00111997631999
lpd_unet_0_1,6.66666666667,0.000439764000475
lpd_unet_0_1,40.25,0.0023784016666470002
lpd_unet_0_1,37.25,0.00131556403358
lpd_unet_0_1,30.75,0.00233689276502
lpd_unet_0_1,44.6666666667,0.0028973352164
lpd_unet_0_1,87.6666666667,0.01169862062671
lpd_unet_0_1,105.0,0.00235186307691
lpd_unet_0_1,23.5,0.0008970884955489999
lpd_unet_0_1,36.1666666667,0.00138070911635
lpd_unet_0_1,36.4,0.000754644919652
lpd_unet_0_1,32.6666666667,0.00233691005269
lpd_unet_0_1,70.5,0.00360331498086
lpd_unet_0_1,150.5,0.00230019190349
lpd_unet_0_1,71.25,0.00657931296155
lpd_unet_0_1,44.0,0.005982056570554999
lpd_unet_0_1,34.0,0.00432821583106
lpd_unet_0_1,91.0,0.0243766475469
lpd_unet_0_1,15.3333333333,0.000872199831065
lpd_unet_0_1,29.25,0.00138634676114
lpd_unet_0_1,33.25,0.00188446685206
lpd_unet_0_1,16.25,0.0077683118579295
lpd_unet_0_1,58.75,0.00030752827297
lpd_unet_0_1,86.25,0.00497205741704
lpd_unet_0_1,146.25,0.00137603026815
lpd_unet_0_1,201.5,0.00205694884062
lpd_unet_0_1,225.0,0.000654172326904
lpd_unet_0_1,247.5,0.00224741315469
lpd_unet_0_1,257.0,0.00218895752914
lpd_unet_0_1,265.75,0.00213936716318
lpd_unet_0_1,278.0,0.0058906772756025004
lpd_unet_0_1,199.25,0.0013582239626
lpd_unet_0_1,147.75,0.00388494040817
lpd_unet_0_1,73.6666666667,0.00518476590514
lpd_unet_0_1,39.0,0.0015095496200975
lpd_unet_0_1,32.3333333333,0.001551938534245
lpd_unet_0_1,9.5,0.000389632943552
lpd_unet_0_1,77.25,0.0028190985322
lpd_unet_0_1,93.5,0.00225175055675
lpd_unet_0_1,30.0,0.001989998705021
lpd_unet_0_1,102.0,0.00355574535206
lpd_unet_0_1,160.666666667,0.00379390269518
lpd_unet_0_1,307.666666667,0.00227944133803
lpd_unet_0_1,385.666666667,0.00297600636259
lpd_unet_0_1,437.333333333,0.00428757350892
lpd_unet_0_1,514.0,0.013559063198070001
lpd_unet_0_1,568.333333333,0.0103221721947
lpd_unet_0_1,605.0,0.00674353865907
lpd_unet_0_1,687.666666667,0.0124508896843
lpd_unet_0_1,739.333333333,0.0104910973459
lpd_unet_0_1,736.0,0.0102303475142
lpd_unet_0_1,776.0,0.00913108326495
lpd_unet_0_1,740.333333333,0.00984127819538
lpd_unet_0_1,662.0,0.00734117627144
lpd_unet_0_1,536.333333333,0.00380547973327
lpd_unet_0_1,393.0,0.00137086736504
lpd_unet_0_1,316.333333333,0.00138563243672
lpd_unet_0_1,265.333333333,0.00136222550645
lpd_unet_0_1,143.666666667,0.00339627079666
lpd_unet_0_1,59.5,0.0031293366725233334
lpd_unet_0_1,46.6666666667,0.0011777082691
lpd_unet_0_1,26.5,0.000802818569355
