Modality,Annotation Size,Sensitivity
lpd_unet_0_1,52.75,7.126159174292616e-06
lpd_unet_0_1,71.5,4.777844521668488e-05
lpd_unet_0_1,30.25,0.0005353665774014323
lpd_unet_0_1,30.3333333333,0.0006816079738838019
lpd_unet_0_1,28.0,0.0007161883290864669
lpd_unet_0_1,20.25,0.00024587143226972494
lpd_unet_0_1,9.33333333333,0.0002341005954886
lpd_unet_0_1,26.0,0.0005514364618567913
lpd_unet_0_1,21.0,0.042863149029146154
lpd_unet_0_1,24.0,0.0562062290047998
lpd_unet_0_1,40.75,0.0001410635522816
lpd_unet_0_1,38.5,4.755414232544382e-05
lpd_unet_0_1,20.75,0.0006745966910346
lpd_unet_0_1,19.0,0.00538194855359939
lpd_unet_0_1,6.0,0.07218372796921559
lpd_unet_0_1,16.0,0.0418443092378128
lpd_unet_0_1,29.5,1.3954110830948883e-06
lpd_unet_0_1,37.5,0.10750461492001262
lpd_unet_0_1,17.0,0.010979959648456251
lpd_unet_0_1,13.0,0.00010578273982585104
lpd_unet_0_1,52.0,0.055595315692547304
lpd_unet_0_1,40.0,0.0003030146072783204
lpd_unet_0_1,80.0,3.131212149842866e-05
lpd_unet_0_1,50.0,0.04495241553958324
lpd_unet_0_1,19.6666666667,0.15561981739311198
lpd_unet_0_1,29.1666666667,2.2217550226166164e-08
lpd_unet_0_1,45.25,7.118960458323539e-06
lpd_unet_0_1,63.0,0.005819619559067033
lpd_unet_0_1,31.3333333333,4.5787155208724643e-07
lpd_unet_0_1,124.0,3.09345829122156e-06
lpd_unet_0_1,114.0,0.0069602980120493825
lpd_unet_0_1,127.666666667,0.1886680698654848
lpd_unet_0_1,203.0,0.33263244964920347
lpd_unet_0_1,240.333333333,0.7599742674224459
lpd_unet_0_1,147.0,0.04968691546988875
lpd_unet_0_1,50.6666666667,0.0004226867999968
lpd_unet_0_1,18.0,0.10121438662998065
lpd_unet_0_1,56.5,1.766636419704141e-05
lpd_unet_0_1,97.0,0.0341651309851795
lpd_unet_0_1,146.5,0.5879231227193117
lpd_unet_0_1,107.5,0.4377072158368932
lpd_unet_0_1,48.3333333333,0.0001593279212997
lpd_unet_0_1,191.0,0.19646538313970555
lpd_unet_0_1,208.0,0.5985631061907565
lpd_unet_0_1,47.0,0.0001825550851045168
lpd_unet_0_1,32.0,0.00013362500848844382
lpd_unet_0_1,121.0,0.0018713983185733203
lpd_unet_0_1,17.6666666667,1.1241388490479698e-06
lpd_unet_0_1,23.0,0.00011210408289655653
lpd_unet_0_1,113.75,0.0005344803593869
lpd_unet_0_1,148.75,0.0012399587685572
lpd_unet_0_1,201.75,0.0079474816273212
lpd_unet_0_1,239.75,0.0281229201895015
lpd_unet_0_1,289.5,0.010676304314868
lpd_unet_0_1,248.0,0.00588034795792
lpd_unet_0_1,104.0,0.0004521340029159
lpd_unet_0_1,94.0,0.0042129799757228
lpd_unet_0_1,77.0,0.0008716384500863402
lpd_unet_0_1,211.0,0.003674864756195647
lpd_unet_0_1,174.75,0.0771502470285988
lpd_unet_0_1,406.5,0.3021520246419112
lpd_unet_0_1,471.75,0.5017675462664835
lpd_unet_0_1,365.25,0.4234859660508475
lpd_unet_0_1,158.75,0.2519459385768046
lpd_unet_0_1,153.0,0.01997348571170617
lpd_unet_0_1,148.333333333,0.0101457744076029
lpd_unet_0_1,145.5,0.0019462491564907
lpd_unet_0_1,140.5,0.0011890592110094
lpd_unet_0_1,101.0,0.0003447558045653304
lpd_unet_0_1,141.0,0.00551191543580855
lpd_unet_0_1,172.25,0.0954767349492331
lpd_unet_0_1,169.5,0.0694350456053434
lpd_unet_0_1,141.75,0.0168418985702689
lpd_unet_0_1,85.0,0.004609971025565851
lpd_unet_0_1,59.0,0.00396476202549919
lpd_unet_0_1,12.0,5.1267403624167864e-05
lpd_unet_0_1,7.0,0.00012003376035633799
lpd_unet_0_1,14.0,0.0009992063175419277
lpd_unet_0_1,27.0,0.0007839798955529474
lpd_unet_0_1,99.3333333333,0.0022453317176993
lpd_unet_0_1,135.666666667,0.0107993150975603
lpd_unet_0_1,180.5,0.1691184246131995
lpd_unet_0_1,188.75,0.078073612191339
lpd_unet_0_1,221.75,0.1422923470177753
lpd_unet_0_1,228.5,0.1490944998605298
lpd_unet_0_1,239.0,0.1794962918001922
lpd_unet_0_1,251.25,0.1812741096802327
lpd_unet_0_1,231.0,0.2070077802032161
lpd_unet_0_1,231.75,0.3025326205636627
lpd_unet_0_1,222.25,0.2498756735244162
lpd_unet_0_1,217.25,0.1970974491555061
lpd_unet_0_1,215.75,0.1741576256051203
lpd_unet_0_1,206.5,0.1165400976953599
lpd_unet_0_1,186.75,0.0694954317509383
lpd_unet_0_1,162.25,0.2081489716908011
lpd_unet_0_1,146.75,0.012304806914492
lpd_unet_0_1,130.75,0.0096587240851924
lpd_unet_0_1,33.0,0.00099094610073766
lpd_unet_0_1,18.25,0.0003588043117924
lpd_unet_0_1,160.0,0.5444906240435587
lpd_unet_0_1,190.0,0.01426361221226966
lpd_unet_0_1,245.0,0.01588645180647
lpd_unet_0_1,181.0,0.005604111431255649
lpd_unet_0_1,210.5,0.1159819861964126
lpd_unet_0_1,185.0,0.0029430124504697
lpd_unet_0_1,135.5,0.0091827599974516
lpd_unet_0_1,166.5,0.2743519374307692
lpd_unet_0_1,176.75,0.3746431388107842
lpd_unet_0_1,136.75,0.1097620715413477
lpd_unet_0_1,116.5,0.0177064303002996
lpd_unet_0_1,89.25,0.0009844296072265277
lpd_unet_0_1,52.5,0.00028934677647785
lpd_unet_0_1,40.5,0.0020744985355746503
lpd_unet_0_1,78.0,0.00012569478005511757
lpd_unet_0_1,112.0,0.07904661670648185
lpd_unet_0_1,122.0,0.0003308346002457
lpd_unet_0_1,134.0,0.0002147857909965
lpd_unet_0_1,150.0,0.004244248788470767
lpd_unet_0_1,180.0,0.0002311502331065
lpd_unet_0_1,186.0,0.00013691549191699432
lpd_unet_0_1,202.0,0.0002547439735515
lpd_unet_0_1,194.0,0.0002400994414071
lpd_unet_0_1,214.0,0.0002695768233919
lpd_unet_0_1,54.5,0.00010716206282075244
lpd_unet_0_1,69.25,0.1525392071018667
lpd_unet_0_1,83.25,0.0001294491343466
lpd_unet_0_1,69.0,0.1553130281872259
lpd_unet_0_1,38.0,0.0002538493832525572
lpd_unet_0_1,54.0,0.010976558661097998
lpd_unet_0_1,95.5,0.6406551323057663
lpd_unet_0_1,161.0,0.30571970006867294
lpd_unet_0_1,314.5,0.9747523845308343
lpd_unet_0_1,351.0,0.891863065031735
lpd_unet_0_1,389.75,0.9195626908528016
lpd_unet_0_1,247.714285714,1.5157359389688522e-06
lpd_unet_0_1,240.75,0.0003747311527235
lpd_unet_0_1,237.555555556,0.1404378754751535
lpd_unet_0_1,242.1,0.5093876858973404
lpd_unet_0_1,304.181818182,0.928384043851008
lpd_unet_0_1,297.909090909,0.8774585340334558
lpd_unet_0_1,355.727272727,0.921970366324941
lpd_unet_0_1,311.636363636,0.8527026031656645
lpd_unet_0_1,284.181818182,0.8988288772189497
lpd_unet_0_1,219.272727273,0.4752149097191859
lpd_unet_0_1,143.363636364,0.5491846006251067
lpd_unet_0_1,127.285714286,0.1620401762636253
lpd_unet_0_1,67.4285714286,0.0001847871625728
lpd_unet_0_1,58.5714285714,2.044948100471762e-06
lpd_unet_0_1,88.5,1.5314594228102305e-07
lpd_unet_0_1,35.0,0.00014248802094087788
lpd_unet_0_1,10.0,0.0007227250386641703
lpd_unet_0_1,51.5,4.514977845689702e-06
lpd_unet_0_1,86.0,0.17961815803906533
lpd_unet_0_1,83.0,0.2870025644154649
lpd_unet_0_1,82.0,0.12893897305844054
lpd_unet_0_1,57.0,0.1071060659246226
lpd_unet_0_1,15.0,0.02100167248681652
lpd_unet_0_1,20.0,6.911330670274882e-05
lpd_unet_0_1,22.0,0.0001864724232885109
lpd_unet_0_1,49.3333333333,1.8981718969501286e-07
lpd_unet_0_1,61.2,6.008982309468137e-07
lpd_unet_0_1,48.0,0.00044537938944746037
lpd_unet_0_1,44.3333333333,1.1198371878539112e-07
lpd_unet_0_1,130.0,0.4965095224536134
lpd_unet_0_1,195.0,0.34877972075164376
lpd_unet_0_1,275.0,0.8722392447109539
lpd_unet_0_1,249.0,0.5649287783351392
lpd_unet_0_1,57.25,0.1813041490931871
lpd_unet_0_1,179.0,0.6299420584121842
lpd_unet_0_1,194.5,0.43034636418892547
lpd_unet_0_1,4.0,0.00018127185665564182
lpd_unet_0_1,11.0,0.00013896262544492268
lpd_unet_0_1,31.0,0.00041732527293646143
lpd_unet_0_1,55.6666666667,0.0005099693914517
lpd_unet_0_1,76.6666666667,0.0012955916844625
lpd_unet_0_1,95.3333333333,0.0039219328079163
lpd_unet_0_1,94.5,0.0042034722552862
lpd_unet_0_1,80.5,0.0032068914803260002
lpd_unet_0_1,69.5,0.0015190682866844
lpd_unet_0_1,53.0,0.00031571040498187613
lpd_unet_0_1,41.5,0.00037668035996924756
lpd_unet_0_1,24.5,0.0002758376381205796
lpd_unet_0_1,49.5,0.00544851263714205
lpd_unet_0_1,53.5,0.00014193896421550001
lpd_unet_0_1,87.0,5.442103689371648e-05
lpd_unet_0_1,2.0,0.00032552955622765
lpd_unet_0_1,3.0,0.00022052286072160002
lpd_unet_0_1,9.0,0.000712463845349439
lpd_unet_0_1,92.0,0.0036225736723303
lpd_unet_0_1,88.0,0.0018664266588102
lpd_unet_0_1,116.0,0.0010331068514310958
lpd_unet_0_1,64.0,0.010646357778243276
lpd_unet_0_1,37.0,0.0005710605781874737
lpd_unet_0_1,25.0,0.08759412001647507
lpd_unet_0_1,8.0,2.3564564210871606e-05
lpd_unet_0_1,220.25,0.3881279839407407
lpd_unet_0_1,434.5,0.5465701550616652
lpd_unet_0_1,464.25,0.5358939750362474
lpd_unet_0_1,356.5,0.5532000018356547
lpd_unet_0_1,132.25,0.0139271147567218
lpd_unet_0_1,86.5,0.0001218111737611
lpd_unet_0_1,119.0,0.09626377832529433
lpd_unet_0_1,112.5,0.0002982222931948
lpd_unet_0_1,140.0,3.046275150480561e-05
lpd_unet_0_1,29.0,0.0018733650564093838
lpd_unet_0_1,51.0,0.010790258678787485
lpd_unet_0_1,131.0,0.0
lpd_unet_0_1,212.25,0.0
lpd_unet_0_1,260.0,0.0
lpd_unet_0_1,341.25,0.0
lpd_unet_0_1,378.75,0.0
lpd_unet_0_1,400.5,0.0
lpd_unet_0_1,429.25,0.0
lpd_unet_0_1,454.75,0.0
lpd_unet_0_1,457.5,0.0
lpd_unet_0_1,447.0,0.0
lpd_unet_0_1,432.25,0.0
lpd_unet_0_1,400.0,0.0
lpd_unet_0_1,367.75,0.0
lpd_unet_0_1,305.0,2.36772005280594e-06
lpd_unet_0_1,213.5,0.0
lpd_unet_0_1,109.5,0.0
lpd_unet_0_1,5.0,8.213347502512898e-08
lpd_unet_0_1,16.5,7.36510533899612e-06
lpd_unet_0_1,11.5,0.0010035466474424427
