PSNR_loss,BCE_loss,TP,FP,TN,FN,Sensitivity,Specificity,DICE,C
30.951297513870433,0.000872679169497306,0.0,123.25990760916386,262020.7419001918,0.0,,0.9995298007707227,0.0,0_1
30.818959783791335,0.0005322289021016917,0.0,69.86361499599992,262074.13877697283,0.0,,0.9997334914610627,0.0,0_2
30.701710601556343,0.000614386687831431,0.0,80.6800069808226,262063.32201902027,0.0,,0.9996922302001231,0.0,0_3
30.610025935615287,0.0007472217020554888,0.0,99.28309751623114,262044.71879595297,0.0,,0.9996212650416623,0.0,0_4
30.47992333593532,0.0008901764670424641,0.0,117.50999566178629,262026.49154202174,0.0,,0.9995517349433491,0.0,0_5
30.264376282794142,0.0008120257179364259,0.0,110.2557401381398,262033.7460328391,0.0,,0.9995794077324882,0.0,0_6
29.963740839019025,0.00039559667506885554,0.0,54.45246270611054,262089.54969887977,0.0,,0.9997922803409024,0.0,0_7
29.543174354462536,0.0009646765554536425,0.0,132.12397633379774,262011.87738724853,0.0,,0.9994959870320166,0.0,0_8
28.43342913083808,0.00046765146057741505,0.0,64.43194675886537,262079.56983099328,0.0,,0.9997542116299155,0.0,0_9
17.160874435287365,0.0006939649915115943,0.0,99.73493558310882,262044.26624030675,0.0,,0.9996195414153827,0.0,1
31.31774290421897,0.0006923341055757127,0.0,113.9580909401503,262030.04274047408,0.0,,0.999565284383533,0.0,sequential
