Modality,Annotation Size,TP
lpd_unet_0_1,52.75,0.000342055631336
lpd_unet_0_1,71.5,0.00348782655783
lpd_unet_0_1,30.25,0.00986430532067
lpd_unet_0_1,30.3333333333,0.022279800478530662
lpd_unet_0_1,28.0,0.020772897674919362
lpd_unet_0_1,20.25,0.0024545705527985002
lpd_unet_0_1,9.33333333333,0.00374560942873
lpd_unet_0_1,26.0,0.015631378832036864
lpd_unet_0_1,21.0,0.9102209180664531
lpd_unet_0_1,24.0,1.3493985950909575
lpd_unet_0_1,40.75,0.00606573279947
lpd_unet_0_1,38.5,0.0015406742126295961
lpd_unet_0_1,20.75,0.00876975618303
lpd_unet_0_1,19.0,0.10225702150522888
lpd_unet_0_1,6.0,0.43310236779041045
lpd_unet_0_1,16.0,1.0450762314615036
lpd_unet_0_1,29.5,2.0950533475183548e-05
lpd_unet_0_1,37.5,3.8575737226707982
lpd_unet_0_1,17.0,0.1866644276835584
lpd_unet_0_1,13.0,0.0015582621694016701
lpd_unet_0_1,52.0,2.8883130288690317
lpd_unet_0_1,40.0,0.01242384151088357
lpd_unet_0_1,80.0,0.002176254560862019
lpd_unet_0_1,50.0,2.238541342517062
lpd_unet_0_1,19.6666666667,2.649069562555363
lpd_unet_0_1,29.1666666667,3.11045710077e-07
lpd_unet_0_1,45.25,0.00038327593256351
lpd_unet_0_1,63.0,0.3666349096213355
lpd_unet_0_1,31.3333333333,1.5975226006045e-05
lpd_unet_0_1,124.0,0.000383588834666
lpd_unet_0_1,114.0,1.1647693587179948
lpd_unet_0_1,127.666666667,27.5455360413
lpd_unet_0_1,203.0,77.50301744309706
lpd_unet_0_1,240.333333333,177.833984375
lpd_unet_0_1,147.0,3.073046207425
lpd_unet_0_1,50.6666666667,0.03296957165
lpd_unet_0_1,18.0,1.821858862970964
lpd_unet_0_1,56.5,0.00104231550358
lpd_unet_0_1,97.0,3.04165281169025
lpd_unet_0_1,146.5,87.0126266479
lpd_unet_0_1,107.5,45.0838432312
lpd_unet_0_1,48.3333333333,0.0124275777489
lpd_unet_0_1,191.0,37.52533112974968
lpd_unet_0_1,208.0,124.501121521
lpd_unet_0_1,47.0,0.008705075981563
lpd_unet_0_1,32.0,0.005383096674152283
lpd_unet_0_1,121.0,0.24889231302944484
lpd_unet_0_1,17.6666666667,2.69793326879e-05
lpd_unet_0_1,23.0,0.0025729762345850183
lpd_unet_0_1,113.75,0.0641376376152
lpd_unet_0_1,148.75,0.137635424733
lpd_unet_0_1,201.75,2.2173473835
lpd_unet_0_1,239.75,6.63700962067
lpd_unet_0_1,289.5,2.20999503136
lpd_unet_0_1,248.0,1.58769404888
lpd_unet_0_1,104.0,0.023058835417
lpd_unet_0_1,94.0,0.3960201144219
lpd_unet_0_1,77.0,0.070301389694176
lpd_unet_0_1,211.0,0.59045976958975
lpd_unet_0_1,174.75,9.25802993774
lpd_unet_0_1,406.5,148.960952759
lpd_unet_0_1,471.75,182.643386841
lpd_unet_0_1,365.25,149.914031982
lpd_unet_0_1,158.75,24.9426498413
lpd_unet_0_1,153.0,3.6285852193761996
lpd_unet_0_1,148.333333333,1.1160351038
lpd_unet_0_1,145.5,0.317238628864
lpd_unet_0_1,140.5,0.210463479161
lpd_unet_0_1,101.0,0.0422984061878905
lpd_unet_0_1,141.0,0.78261254634845
lpd_unet_0_1,172.25,16.0400905609
lpd_unet_0_1,169.5,12.1511325836
lpd_unet_0_1,141.75,2.44207525253
lpd_unet_0_1,85.0,0.40164939314125003
lpd_unet_0_1,59.0,0.23622602332940837
lpd_unet_0_1,12.0,0.0006152082899024131
lpd_unet_0_1,7.0,0.0009260661805334897
lpd_unet_0_1,14.0,0.00889800806127534
lpd_unet_0_1,27.0,0.02116745676148283
lpd_unet_0_1,99.3333333333,0.168399870396
lpd_unet_0_1,135.666666667,1.55510139465
lpd_unet_0_1,180.5,31.480712413805
lpd_unet_0_1,188.75,14.5997657776
lpd_unet_0_1,221.75,23.1936531067
lpd_unet_0_1,228.5,36.5281524658
lpd_unet_0_1,239.0,45.7715530396
lpd_unet_0_1,251.25,48.9440116882
lpd_unet_0_1,231.0,46.1627349854
lpd_unet_0_1,231.75,53.5482749939
lpd_unet_0_1,222.25,64.2180480957
lpd_unet_0_1,217.25,53.0192108154
lpd_unet_0_1,215.75,48.4158172607
lpd_unet_0_1,206.5,29.368106842
lpd_unet_0_1,186.75,11.1192684174
lpd_unet_0_1,162.25,24.46295094488
lpd_unet_0_1,146.75,2.17795085907
lpd_unet_0_1,130.75,1.34256267548
lpd_unet_0_1,33.0,0.03302992253880955
lpd_unet_0_1,18.25,0.00394684728235
lpd_unet_0_1,160.0,75.45126271241666
lpd_unet_0_1,190.0,2.71008644252948
lpd_unet_0_1,245.0,3.89218068123
lpd_unet_0_1,181.0,1.24664723873
lpd_unet_0_1,210.5,25.817592442043498
lpd_unet_0_1,185.0,0.391420662403
lpd_unet_0_1,135.5,1.36823129654
lpd_unet_0_1,166.5,24.9660263062
lpd_unet_0_1,176.75,38.2136001587
lpd_unet_0_1,136.75,16.2447872162
lpd_unet_0_1,116.5,2.53201937675
lpd_unet_0_1,89.25,0.05177670717237
lpd_unet_0_1,52.5,0.007396722561655
lpd_unet_0_1,40.5,0.08114249352363499
lpd_unet_0_1,78.0,0.009804192951644676
lpd_unet_0_1,112.0,8.85322107093005
lpd_unet_0_1,122.0,0.0403618197888
lpd_unet_0_1,134.0,0.0287812966853
lpd_unet_0_1,150.0,0.7139033973203333
lpd_unet_0_1,180.0,0.0416070446372
lpd_unet_0_1,186.0,0.0254609355606796
lpd_unet_0_1,202.0,0.0514582879841
lpd_unet_0_1,194.0,0.0465792939067
lpd_unet_0_1,214.0,0.0576894432306
lpd_unet_0_1,54.5,0.004734384594485
lpd_unet_0_1,69.25,9.001226204440906
lpd_unet_0_1,83.25,0.011003177613
lpd_unet_0_1,69.0,10.71752961493787
lpd_unet_0_1,38.0,0.009974439907952598
lpd_unet_0_1,54.0,0.6447961311778
lpd_unet_0_1,95.5,61.2959318161
lpd_unet_0_1,161.0,45.02044956876437
lpd_unet_0_1,314.5,222.243545532
lpd_unet_0_1,351.0,304.125305176
lpd_unet_0_1,389.75,343.916442871
lpd_unet_0_1,247.714285714,1.81888299267e-05
lpd_unet_0_1,240.75,0.0176123641431
lpd_unet_0_1,237.555555556,7.86452102661
lpd_unet_0_1,242.1,95.7648849487
lpd_unet_0_1,304.181818182,437.268859863
lpd_unet_0_1,297.909090909,120.21182251
lpd_unet_0_1,355.727272727,248.010025024
lpd_unet_0_1,311.636363636,278.833770752
lpd_unet_0_1,284.181818182,545.589111328
lpd_unet_0_1,219.272727273,57.0257873535
lpd_unet_0_1,143.363636364,106.541816711
lpd_unet_0_1,127.285714286,14.7456569672
lpd_unet_0_1,67.4285714286,0.0103480815887
lpd_unet_0_1,58.5714285714,4.90787533636e-05
lpd_unet_0_1,88.5,2.45033515966e-06
lpd_unet_0_1,35.0,0.005475864394950532
lpd_unet_0_1,10.0,0.007904045902555602
lpd_unet_0_1,51.5,0.000139964307891
lpd_unet_0_1,86.0,15.447161591356709
lpd_unet_0_1,83.0,24.968384820967916
lpd_unet_0_1,82.0,12.75572329761825
lpd_unet_0_1,57.0,7.176152758647158
lpd_unet_0_1,15.0,0.3131999565459726
lpd_unet_0_1,20.0,0.001573903341545062
lpd_unet_0_1,22.0,0.00381670038120887
lpd_unet_0_1,49.3333333333,5.26081737462e-06
lpd_unet_0_1,61.2,4.14619753428e-05
lpd_unet_0_1,48.0,0.015591455795387649
lpd_unet_0_1,44.3333333333,4.04358843298e-06
lpd_unet_0_1,130.0,64.5462341309
lpd_unet_0_1,195.0,68.01204040592228
lpd_unet_0_1,275.0,239.86579895
lpd_unet_0_1,249.0,139.07120895370002
lpd_unet_0_1,57.25,3.44477891922
lpd_unet_0_1,179.0,157.485519409
lpd_unet_0_1,194.5,67.57464500516654
lpd_unet_0_1,4.0,0.0007250874251915248
lpd_unet_0_1,11.0,0.0009045409331429655
