PSNR_loss,BCE_loss,TP,FP,TN,FN,Sensitivity,Specificity,DICE,C
31.228529030779395,0.00496664602961913,22.13243250347026,117.30479636045025,261920.45788328387,84.10652965320843,0.08777694746839639,0.9995522304498654,0.07417013783539182,0_1
31.04807255028842,0.0053667092058469375,19.484212560687688,67.13785316269578,261969.84422157024,87.53618202459954,0.07690446981994306,0.9997437030113421,0.07193355057186475,0_2
30.922748286861005,0.006081010924681475,19.418846443297856,72.29315350332364,261967.36151251348,84.9284346853808,0.07730691452003198,0.9997240576247474,0.07325321807001271,0_3
30.822932303453868,0.006795584048598294,19.265917873693937,89.68009734267973,261949.48074829293,85.57528064650373,0.0787764536043833,0.9996576609000449,0.07034849624104673,0_4
30.692991122302168,0.006001168621016004,23.585996405434773,111.41176652735557,261926.36780150587,82.63619426809362,0.09575493829806948,0.9995747288511434,0.08045032462909871,0_5
30.441341963917253,0.0057017787996811444,20.983200708122244,86.64868327882554,261951.96809069943,84.40261448856604,0.08265796077944865,0.9996692587805921,0.0753268279272348,0_6
30.137878497728106,0.005713902090647992,20.591903227511704,57.254835421246526,261980.22823302945,85.92750192425976,0.07826274938061747,0.9997814359561998,0.07720017740988766,0_7
29.66107182908729,0.006042607450764514,26.781014563993867,135.86777498549193,261902.2247147202,79.12771140813518,0.11320072836835476,0.9994813830644775,0.08706253333020413,0_8
28.44716003545687,0.00557145947978335,24.1771124452006,76.27553694782122,261962.06716972066,81.48193809273391,0.1047652607214855,0.9997088540495873,0.0956903318122289,0_9
16.652528215073716,0.004480375216638399,27.605075381287907,119.42630870711699,261918.72548616104,78.24460605603811,0.12605103020920233,0.9995441588457187,0.10488032924044476,1
31.598380832696336,0.004695159930321748,17.393689058681353,109.32697312336519,261929.75018914434,87.53001215631397,0.07025852740248793,0.9995827069284042,0.06155296597039041,sequential
