Modality,Annotation Size,DICE
0_1,339.666666667,0.509996555602747
0_1,341.0,0.5760708973407799
0_1,240.0,0.6061915871246634
0_1,228.666666667,0.5796687757227784
0_1,200.0,0.5141398339616959
0_1,217.333333333,0.499169570264026
0_1,196.666666667,0.4551401222204685
0_1,173.5,0.0035706768303796
0_1,142.0,0.0009274244699174
0_1,168.0,0.0004227020866872
0_1,193.0,0.0004270342960441
0_1,146.0,0.0003070048362219
0_1,158.0,0.0002700991304215
0_1,81.0,0.0006087562183698
0_1,48.75,5.308752656341915e-08
0_1,75.25,1.371867506923784e-07
0_1,62.75,5.615511979272703e-07
0_1,56.25,1.904674209067778e-07
0_1,37.75,2.075547664523553e-07
0_1,96.0,0.08633658690403061
0_1,156.0,0.306455338637233
0_1,145.0,2.97139371042812e-06
0_1,171.0,0.001248747978304659
0_1,87.5,7.301742625812044e-06
0_1,38.6666666667,0.00020656755924586712
0_1,163.0,0.0003262334753497
0_1,131.5,2.4662756147228205e-13
0_1,108.5,0.0001419186335731
0_1,57.6666666667,2.264660629972497e-06
0_1,46.0,3.2144068060111758e-06
0_1,64.5,5.4978216855546433e-05
0_1,60.75,6.247270180224239e-06
0_1,35.3333333333,9.313333273975275e-05
0_1,24.6666666667,1.373198598457439e-07
0_1,42.6666666667,6.638090014411198e-06
0_1,27.75,0.0006085056050254
0_1,167.0,0.0922485167584061
0_1,241.0,0.7013508194567365
0_1,223.75,0.7003069203395129
0_1,179.333333333,0.5138674545711476
0_1,45.75,2.4996101857912788e-08
0_1,35.6666666667,8.733108122708004e-06
0_1,166.25,0.1027513416179227
0_1,250.25,0.2365105019546249
0_1,303.75,0.3123152301623
0_1,366.5,0.2937410292606208
0_1,436.75,0.3202862341850889
0_1,486.25,0.2968504307154815
0_1,550.25,0.3672856392100387
0_1,547.75,0.3566039312986192
0_1,557.75,0.3146738222560364
0_1,555.25,0.3917702321670521
0_1,541.0,0.4516868732426198
0_1,520.0,0.3998139535399181
0_1,482.75,0.2851094946045352
0_1,444.0,0.1577562614623516
0_1,322.5,0.1298994288649965
0_1,267.75,0.4124711926385181
0_1,231.5,0.2230053519329859
0_1,92.5,3.2762882248165354e-09
0_1,246.5,7.208280296652603e-09
0_1,308.0,1.2870727574978896e-08
0_1,381.0,2.1305365101669694e-08
0_1,540.75,3.7496637264381934e-08
0_1,605.75,5.284579475121863e-08
0_1,678.5,7.474000541499634e-08
0_1,700.25,6.581209452107134e-08
0_1,759.25,4.5173428290944185e-08
0_1,777.5,3.9448973669812233e-08
0_1,787.0,0.025185709778119732
0_1,775.5,1.274734137904952e-07
0_1,720.5,2.147699735370983e-07
0_1,674.75,1.6385259825155293e-07
0_1,406.25,2.3000258545278975e-07
0_1,338.25,1.590362708248968e-07
0_1,288.5,2.3259701042497526e-07
0_1,257.25,2.809313758338167e-07
0_1,197.25,2.1511644105012602e-07
0_1,93.25,1.6392270030432266e-07
0_1,89.75,2.2828940970980204e-08
0_1,119.142857143,0.000115010734963
0_1,295.75,0.05114380385783115
0_1,490.0,1.1428369465274275e-05
0_1,585.75,1.6486196484192795e-06
0_1,685.5,1.0761371007927782e-06
0_1,754.25,4.556741480688852e-05
0_1,798.25,0.1784645080834507
0_1,811.0,0.3001189775187471
0_1,782.5,0.2189407245484114
0_1,776.5,0.1242842123675276
0_1,772.0,0.2056197094142064
0_1,746.5,0.3054549481984256
0_1,689.25,0.2899159925259034
0_1,608.5,0.2591767989612079
0_1,489.5,0.3048421551317849
0_1,310.25,0.3062450740029778
0_1,228.25,0.1860787635028782
0_1,91.8571428571,6.524933503137821e-07
0_1,103.25,0.0003089709829473
0_1,129.0,0.0064403840307657
0_1,132.0,0.0176979340678606
0_1,122.5,0.0044299710046811
0_1,199.0,2.9410464776873506e-07
0_1,294.0,9.050553397003749e-06
0_1,546.0,6.652345520430482e-05
0_1,739.0,3.1098266409213045e-06
0_1,1009.0,0.0006016250208639
0_1,1127.0,0.0185996431665403
0_1,625.0,0.1133993521563444
0_1,621.0,0.1601193406280642
0_1,1221.0,0.1015886411177112
0_1,1142.0,0.0428232368390846
0_1,1020.0,8.956359728989766e-06
0_1,75.1666666667,8.087087070780349e-06
0_1,123.0,0.0001021509815623
0_1,75.75,0.001174496382703
0_1,77.3333333333,0.0001463049109662
0_1,72.1666666667,0.0241984223073978
0_1,165.333333333,0.4393463279245964
0_1,314.333333333,0.6023887734939412
0_1,219.8,5.063427788941169e-08
0_1,236.833333333,1.3049866423813718e-05
0_1,269.5,3.416245998185092e-06
0_1,265.25,0.6888672989494723
0_1,306.0,0.4750175094809948
0_1,240.666666667,0.3972209813059854
0_1,90.6666666667,0.1229290516108303
0_1,138.0,0.3849026880732334
0_1,206.0,0.7473768965630918
0_1,24.25,0.000509145846295
0_1,28.5,0.0007059883074832
0_1,56.0,0.0008528078890809
0_1,242.0,0.0860830031981532
0_1,308.333333333,0.2766141860521511
0_1,307.5,0.3463433539047635
0_1,422.75,0.4030371562416691
0_1,447.25,0.4026895588337794
0_1,456.0,0.4513318646106932
0_1,461.0,0.4774579432164539
0_1,481.0,0.5098154527423124
0_1,520.5,0.5565365705501838
0_1,525.25,0.5562664439400571
0_1,548.5,0.5657305412664226
0_1,552.0,0.5474636185684353
0_1,528.5,0.5538697131825223
0_1,540.5,0.560965557340712
0_1,551.75,0.5339972110029803
0_1,416.0,0.4838226639290872
0_1,333.5,0.5208606870225295
0_1,315.5,0.229728443611103
0_1,181.25,0.0434184991170984
0_1,126.5,0.0215957373590032
0_1,80.25,0.0017102084099546
0_1,59.6666666667,0.0011043609105625
0_1,62.6666666667,0.0020479034530624
0_1,68.6666666667,0.003073455033555
0_1,75.3333333333,0.0053960393771041
0_1,40.6666666667,0.0006996647725981
0_1,54.3333333333,0.0001409965738272
0_1,16.4,7.791313981813092e-09
0_1,23.5714285714,1.943052646723342e-08
0_1,42.7142857143,3.699534862244737e-09
0_1,87.25,4.1053140432069126e-08
0_1,25.5,7.491787112691162e-06
0_1,44.5,3.684748318609191e-05
0_1,63.5,0.0017089964202762
0_1,306.333333333,0.5973801043331988
0_1,351.666666667,0.7239547932002157
0_1,428.666666667,0.7769895501888917
0_1,589.333333333,0.735329250931698
0_1,757.0,0.7314142905934162
0_1,943.0,0.81961573426099
0_1,908.0,0.7279912365333766
0_1,810.666666667,0.8039276889714114
0_1,686.666666667,0.6960517995536171
0_1,581.0,0.0329436114226034
0_1,135.0,8.975226414733014e-06
0_1,42.5,3.809412804135509e-06
0_1,33.6666666667,8.151841428339928e-05
0_1,228.0,3.672826133814055e-06
0_1,338.0,1.3581455802267348e-05
0_1,902.0,3.294859654358184e-05
0_1,939.0,2.8804490181499707e-05
0_1,904.0,2.6372455059151007e-05
0_1,793.0,6.505667908368934e-05
0_1,693.0,7.167910625520982e-05
0_1,633.0,7.342993214239507e-05
0_1,616.0,3.888541157713956e-05
0_1,592.0,1.6278023910753354e-05
0_1,543.0,0.0001302720713875
0_1,398.0,7.5741140303372e-05
0_1,235.0,0.0006416100378155
0_1,411.75,0.0529830661903481
0_1,526.5,0.0001090784231564
0_1,503.75,5.9599069286575016e-05
0_1,503.0,9.448007711430404e-05
0_1,404.25,0.0227518010005
0_1,313.25,0.5217214347884404
0_1,170.75,0.4344167803188231
0_1,178.5,0.4092077115077432
0_1,297.25,0.6130625852827889
0_1,389.0,0.7034779713605986
0_1,438.0,0.7123305604909536
0_1,198.5,0.4985850715760119
0_1,139.333333333,0.0454821248152458
0_1,236.5,0.6717077373924877
0_1,298.0,0.6375477007081933
0_2,52.75,9.659930593860502e-06
0_2,71.5,7.129741277138529e-05
0_2,30.25,0.00019578354493312298
0_2,30.3333333333,0.0005428737633319537
0_2,28.0,0.0005686778958904275
0_2,20.25,0.00016221580050841962
0_2,9.33333333333,6.2899704841605e-05
0_2,26.0,0.0005246005538010348
0_2,21.0,0.0012594553186264018
0_2,24.0,0.00015988670450991753
0_2,40.75,9.311502288360815e-05
0_2,38.5,2.307593011037749e-05
0_2,20.75,0.0001365025465126
0_2,19.0,0.0024258483809097672
0_2,6.0,0.002138598323975905
0_2,16.0,0.0012429030458959167
0_2,29.5,1.7318638454392195e-06
0_2,37.5,0.006852645126249213
0_2,17.0,0.0002611127414738161
0_2,13.0,6.730662689440444e-05
0_2,52.0,0.06021346121548809
0_2,40.0,0.000427411132337343
0_2,80.0,1.1778914074008636e-05
0_2,50.0,0.0005581359998110469
0_2,19.6666666667,0.02703718264075824
0_2,29.1666666667,2.7591053072948526e-09
0_2,45.25,1.1939655729029439e-05
0_2,63.0,0.00721315797471084
0_2,31.3333333333,2.5175846682812443e-08
0_2,124.0,3.4941085437951627e-06
0_2,114.0,0.03300202481109005
0_2,127.666666667,0.4120248727845789
0_2,203.0,0.3668467579622881
0_2,240.333333333,0.7151809834194199
0_2,147.0,0.10607144909767624
0_2,50.6666666667,0.0002095034856409
0_2,18.0,0.009835841774419601
0_2,56.5,6.415632540052777e-06
0_2,97.0,0.0077597482365361
0_2,146.5,0.7133167278095874
0_2,107.5,0.4620514150584693
0_2,48.3333333333,0.0009965130110121
0_2,191.0,0.18768654443886235
0_2,208.0,0.5940339844861156
0_2,47.0,0.00014889201485054768
0_2,32.0,0.00011017308645323093
0_2,121.0,0.0003267726993450563
0_2,17.6666666667,8.13218821047336e-09
0_2,23.0,0.00011033871244916206
0_2,113.75,0.0006771861517565
0_2,148.75,0.0011248366477733
0_2,201.75,0.0057069634634035
0_2,239.75,0.0202027064229735
0_2,289.5,0.0064336726067902
0_2,248.0,0.0084173210016668
0_2,104.0,0.0004144376095963
0_2,94.0,0.005656920084465
0_2,77.0,0.001504285237628143
0_2,211.0,0.011956611600458002
0_2,174.75,0.2865092879019532
0_2,406.5,0.5197824245189039
0_2,471.75,0.6217704223842516
0_2,365.25,0.5774276510031782
0_2,158.75,0.2976679306478962
0_2,153.0,0.03869974337361837
0_2,148.333333333,0.0157099526276081
0_2,145.5,0.0050378420889655
0_2,140.5,0.0027878351174429
0_2,101.0,0.0010936421925816491
0_2,141.0,0.03480958862321905
0_2,172.25,0.4352330784764116
0_2,169.5,0.3585859553712446
0_2,141.75,0.1010481141147172
0_2,85.0,0.006019256424036475
0_2,59.0,0.001505568294485749
0_2,12.0,3.6213939822430884e-05
0_2,7.0,4.1223939120270645e-05
0_2,14.0,0.0005648450163911458
0_2,27.0,0.0008664517323301793
0_2,99.3333333333,0.000525393129776
0_2,135.666666667,0.0014791146797223
0_2,180.5,0.2866558567675332
0_2,188.75,0.0041986696444401
0_2,221.75,0.0033996791261501
0_2,228.5,0.0036313993868518
